text;attention
The;0.014219644
possible;0.012036123
theme;0.013025845
of;0.01298196
this;0.011829583
image;0.016819162
could;0.012006617
be;0.0121124685
a;0.013116562
casual;0.013625031
meal,;0.0374994
as;0.013254588
it;0.012067258
features;0.016602417
two;0.014618906
plates;0.02312784
with;0.017948281
different;0.012405287
dishes;0.016614059
on;0.011587071
them.;0.02486844
One;0.013330926
plate;0.014867485
contains;0.0151327355
a;0.011703769
sandwich;0.016285168
and;0.012393927
fries;0.014625178
while;0.013787585
another;0.0131520135
has;0.013742922
a;0.011596944
salad;0.015075708
and;0.012861584
a;0.0109755555
side;0.011410112
dish;0.011735239
like;0.011314074
rice;0.0120747555
or;0.010856252
beans.;0.034459088
These;0.012224332
dishes;0.013246457
are;0.011592978
served;0.013977124
in;0.012253004
cups;0.013917833
and;0.011460837
bowls;0.01207796
on;0.011699377
white;0.011799289
dining;0.012805187
tables,;0.018512072
which;0.0111564975
suggests;0.012209987
that;0.012095485
they;0.011303429
might;0.010713371
be;0.010897604
part;0.014116294
of;0.011774806
an;0.011566234
evening;0.011722002
gathering;0.012953561
or;0.011388082
social;0.010949812
event;0.011204308
where;0.011720173
people;0.011815695
enjoy;0.011443169
their;0.010430502
meals;0.01056247
together.;0.010662606
