;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;467;770;516;786;778.0;;1;[np.float64(3755.0)];[np.float64(2.931011199951172)];150.0;150.0;1;2.1733;1.8467;46.46406474663937;2.01;150.0;150.0
1;1;is;525;770;538;786;778.0;0.0;1;[];[];0.0;0.0;0;;;30.062790293780218;;;
2;2;the;545;770;574;786;778.0;0.0;1;[np.float64(3756.0), np.float64(3775.0)];[np.float64(6.23580527305603), np.float64(24.425713947841132)];325.0;200.0;2;2.1785;1.8308;24.425713947841132;2.0;162.5;200.0
3;3;title;582;770;615;786;778.0;0.0;1;[np.float64(3757.0)];[np.float64(8.385756301879837)];250.0;250.0;1;2.1877;1.8638;36.02076422264839;2.03;250.0;250.0
4;4;and;623;770;657;786;778.0;0.0;1;[np.float64(3758.0), np.float64(3761.0)];[np.float64(13.694886616298163), np.float64(8.703077163696321)];650.0;234.0;2;2.143;1.8785;71.75914384567817;2.01;325.0;234.0
5;5;topic;665;770;710;790;780.0;2.0;1;[np.float64(3759.0), np.float64(3762.0)];[np.float64(19.707235991954803), np.float64(16.279898129976687)];483.0;267.0;2;2.0997;1.8847;112.16595860879869;1.99;241.5;267.0
6;6;of;718;770;735;786;778.0;2.0;1;[np.float64(3763.0), np.float64(3765.0)];[np.float64(13.977380180358978), np.float64(13.369807481765747)];1083.0;750.0;2;2.0619;1.9015;164.29991125843833;1.98;541.5;750.0
7;7;the;742;770;771;786;778.0;0.0;1;[np.float64(3760.0), np.float64(3764.0), np.float64(3766.0)];[np.float64(11.90851079500635), np.float64(11.481951618194557), np.float64(9.914505306167197)];615.0;216.0;3;2.0757;1.9386;188.06706100954634;2.01;205.0;2330.0
8;8;book;780;770;824;786;778.0;0.0;1;[];[];0.0;0.0;0;;;225.7991449992555;;;
9;9;mentioned;833;770;930;786;778.0;0.0;1;[np.float64(3767.0), np.float64(3768.0), np.float64(3769.0)];[np.float64(12.868380473461963), np.float64(6.570534484689914), np.float64(16.82418155670166)];399.0;83.0;3;2.1054;1.9979;278.54714583225365;2.05;133.0;399.0
10;10;in;940;770;954;786;778.0;0.0;1;[];[];0.0;0.0;0;;;385.2492412244048;;;
11;11;the;962;770;991;786;778.0;0.0;1;[np.float64(3770.0), np.float64(3771.0), np.float64(3772.0), np.float64(3773.0)];[np.float64(17.503074836731003), np.float64(10.564957532015796), np.float64(16.435848980737045), np.float64(19.56218910217285)];666.0;250.0;4;2.1599;1.9612;407.20736721165486;2.06;166.5;666.0
12;12;image?;1000;770;1067;790;780.0;2.0;1;[np.float64(3774.0)];[np.float64(15.373915863037155)];83.0;83.0;1;2.1408;1.9377;445.14477909672706;2.04;83.0;208.0
