;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;256;179;292;194;186.5;;1;[];[];0.0;0.0;0;;;766.4838777719544;;;
1;1;image;301;179;357;198;188.5;2.0;1;[np.float64(5691.0), np.float64(5692.0)];[np.float64(3.8090779781340984), np.float64(3.1529103517532633)];300.0;133.0;2;2.3026;2.1533;702.9654820740368;2.23;150.0;300.0
2;2;shows;365;179;426;194;186.5;2.0;1;[np.float64(5693.0)];[np.float64(10.735642414826657)];217.0;217.0;1;2.2316;2.0688;638.5272953192133;2.15;217.0;217.0
3;3;a;434;183;444;194;188.5;2.0;1;[];[];0.0;0.0;0;;;621.5331826492358;;;
4;4;meal;453;179;497;194;186.5;2.0;1;[np.float64(5694.0)];[np.float64(11.368532657623291)];233.0;233.0;1;2.1686;1.9906;571.8525272467917;2.08;233.0;233.0
5;5;arrangement;505;179;626;198;188.5;2.0;1;[np.float64(5695.0)];[np.float64(9.870062589645386)];300.0;300.0;1;2.1477;1.9607;452.2642678446516;2.05;300.0;300.0
6;6;on;634;183;656;194;188.5;0.0;1;[];[];0.0;0.0;0;;;427.61987824691414;;;
7;7;a;659;175;669;202;188.5;0.0;1;[];[];0.0;0.0;0;;;412.37130325313217;;;
8;8;patterned;683;179;773;198;188.5;0.0;1;[np.float64(5696.0), np.float64(5697.0), np.float64(5699.0)];[np.float64(0.006448813847185875), np.float64(0.0), np.float64(2.1393483257293724)];933.0;350.0;3;2.1511;1.9494;327.7623455261594;2.05;311.0;516.0
9;9;textile;781;179;837;194;186.5;2.0;1;[np.float64(5698.0)];[np.float64(2.6380835056305045)];250.0;250.0;1;2.1213;1.9295;283.36552004591397;2.03;250.0;667.0
10;10;surface.;845;179;921;194;186.5;0.0;1;[np.float64(5700.0), np.float64(5701.0)];[np.float64(0.0), np.float64(0.0)];458.0;350.0;2;2.1828;1.9624;234.43088361855698;2.07;229.0;458.0
11;11;At;929;179;949;194;186.5;0.0;1;[np.float64(5702.0)];[np.float64(0.5735473155975512)];75.0;75.0;1;2.2485;1.997;222.81781708069514;2.12;75.0;75.0
12;12;the;957;179;986;194;186.5;0.0;1;[np.float64(5703.0)];[np.float64(2.1471069335937045)];250.0;250.0;1;2.2652;2.0037;212.21667030712752;2.13;250.0;250.0
13;13;center;994;179;1054;194;186.5;0.0;1;[np.float64(5704.0)];[np.float64(0.0)];266.0;266.0;1;2.2193;1.9596;207.64273235201836;2.09;266.0;266.0
14;14;is;1062;179;1075;194;186.5;0.0;1;[np.float64(5706.0)];[np.float64(4.1915690104167425)];300.0;300.0;1;2.2171;1.9814;210.12114667762972;2.1;300.0;300.0
15;15;a;1084;183;1094;194;188.5;2.0;1;[];[];0.0;0.0;0;;;214.5942837233661;;;
16;16;white,;1101;179;1157;197;188.0;0.5;1;[np.float64(5705.0), np.float64(5707.0)];[np.float64(2.3004209078274016), np.float64(0.0)];416.0;216.0;2;2.2096;1.9655;216.6676844022889;2.09;208.0;716.0
17;17;round;1166;179;1219;194;186.5;1.5;1;[np.float64(5708.0), np.float64(5709.0)];[np.float64(0.0), np.float64(0.0)];525.0;300.0;2;2.1802;1.9619;248.31395011241037;2.07;262.5;525.0
18;18;plate;1228;179;1273;198;188.5;2.0;1;[];[];0.0;0.0;0;;;284.15609597416;;;
19;19;that;261;261;297;276;268.5;80.0;2;[np.float64(5710.0)];[np.float64(12.219496250152588)];266.0;266.0;1;2.1035;2.0004;743.5152331005778;2.05;266.0;266.0
20;20;contains;305;261;384;276;268.5;0.0;2;[np.float64(5711.0)];[np.float64(7.784623796289679)];550.0;550.0;1;2.0897;1.9516;657.9306864254743;2.02;550.0;550.0
21;21;an;393;265;415;276;270.5;2.0;2;[];[];0.0;0.0;0;;;627.5291177301078;;;
22;22;assortment;423;261;530;276;268.5;2.0;2;[np.float64(5712.0), np.float64(5713.0)];[np.float64(7.05432067598619), np.float64(0.6582429625771624)];534.0;350.0;2;2.1162;1.9203;515.3723123153255;2.02;267.0;534.0
23;23;of;537;261;555;276;268.5;0.0;2;[np.float64(5714.0)];[np.float64(2.3461915254593464)];200.0;200.0;1;2.1337;1.9223;491.1644283447969;2.03;200.0;200.0
24;24;food;562;261;603;276;268.5;0.0;2;[np.float64(5715.0)];[np.float64(0.0)];216.0;216.0;1;2.14;1.9158;444.9309343951264;2.03;216.0;216.0
25;25;items.;612;261;667;276;268.5;0.0;2;[np.float64(5716.0)];[np.float64(0.0)];91.0;91.0;1;2.1529;1.9244;383.96127061070354;2.04;91.0;91.0
26;26;There's;676;261;746;276;268.5;0.0;2;[np.float64(5717.0)];[np.float64(0.0)];75.0;75.0;1;2.1433;1.922;310.3889551808616;2.03;75.0;75.0
27;27;a;754;265;765;276;270.5;2.0;2;[np.float64(5718.0)];[np.float64(0.0)];233.0;233.0;1;2.1435;1.9358;293.11610119453763;2.04;233.0;233.0
28;28;can;773;265;806;276;270.5;0.0;2;[np.float64(5719.0)];[np.float64(0.9823768515335587)];317.0;317.0;1;2.1127;1.9196;256.67606897864175;2.02;317.0;317.0
29;29;of;814;261;832;276;268.5;2.0;2;[np.float64(5721.0)];[np.float64(0.0)];283.0;283.0;1;2.1317;1.967;234.34981282509088;2.05;283.0;283.0
30;30;Fanta;840;261;893;276;268.5;0.0;2;[np.float64(5720.0)];[np.float64(0.0)];233.0;233.0;1;2.119;1.9331;185.75922769547057;2.03;233.0;516.0
31;31;with;901;261;939;276;268.5;0.0;2;[np.float64(5722.0)];[np.float64(0.0)];250.0;250.0;1;2.122;1.9605;155.03167855269078;2.04;250.0;250.0
32;32;an;947;265;969;276;270.5;2.0;2;[];[];0.0;0.0;0;;;139.5903714404959;;;
33;33;orange;977;265;1043;280;272.5;2.0;2;[np.float64(5723.0)];[np.float64(0.0)];367.0;367.0;1;2.1304;1.9514;121.64273235201836;2.04;367.0;367.0
34;34;flavor,;1050;261;1108;279;270.0;2.5;2;[np.float64(5724.0)];[np.float64(0.0)];250.0;250.0;1;2.1547;1.9411;124.29147840325399;2.05;250.0;250.0
35;35;which;1117;261;1171;276;268.5;1.5;2;[np.float64(5725.0), np.float64(5726.0)];[np.float64(0.0), np.float64(0.0)];434.0;250.0;2;2.1621;1.926;152.9248638693112;2.04;217.0;434.0
36;36;seems;1180;265;1242;276;270.5;2.0;2;[np.float64(5727.0)];[np.float64(0.0)];275.0;275.0;1;2.1615;1.927;195.8044430596813;2.04;275.0;275.0
37;37;to;1250;261;1267;276;268.5;2.0;2;[];[];0.0;0.0;0;;;253.50390718484744;;;
38;38;be;269;342;291;358;350.0;81.5;3;[np.float64(5729.0)];[np.float64(8.15575776100161)];167.0;167.0;1;2.0907;1.9822;740.1103726188882;2.04;167.0;167.0
39;39;the;298;342;328;358;350.0;0.0;3;[np.float64(5728.0)];[np.float64(13.7703537940979)];92.0;92.0;1;2.0964;2.0029;703.1781418713947;2.05;92.0;259.0
40;40;drink;335;342;381;358;350.0;0.0;3;[np.float64(5730.0)];[np.float64(2.4774519209682793)];267.0;267.0;1;2.0812;1.9574;650.2886397517349;2.02;267.0;267.0
41;41;of;389;342;407;358;350.0;0.0;3;[];[];0.0;0.0;0;;;624.349697985823;;;
42;42;choice.;414;342;481;358;350.0;0.0;3;[np.float64(5731.0), np.float64(5732.0)];[np.float64(0.48399925231933594), np.float64(0.0)];375.0;300.0;2;2.0859;1.939;550.5550076697734;2.01;187.5;375.0
43;43;The;490;342;526;358;350.0;0.0;3;[np.float64(5733.0)];[np.float64(3.961548226220316)];225.0;225.0;1;2.0817;1.9241;505.70919720360075;2.0;225.0;225.0
44;44;food;533;342;574;358;350.0;0.0;3;[np.float64(5734.0)];[np.float64(0.0)];133.0;133.0;1;2.0907;1.9171;457.90701331903574;2.0;133.0;133.0
45;45;items;583;342;633;358;350.0;0.0;3;[np.float64(5735.0)];[np.float64(0.0)];250.0;250.0;1;2.0761;1.8964;399.2152035181276;1.99;250.0;250.0
46;46;include;642;342;708;358;350.0;0.0;3;[np.float64(5736.0)];[np.float64(0.0)];284.0;284.0;1;2.0792;1.8943;324.7682324829462;1.99;284.0;284.0
47;47;what;716;342;761;358;350.0;0.0;3;[np.float64(5737.0)];[np.float64(2.5047981955788146)];183.0;183.0;1;2.0578;1.9146;272.3421021703242;1.99;183.0;183.0
48;48;appears;769;346;846;362;354.0;4.0;3;[np.float64(5738.0)];[np.float64(4.811423587799084)];91.0;91.0;1;2.0529;1.9156;188.04854430125835;1.98;91.0;91.0
49;49;to;854;343;871;358;350.5;3.5;3;[];[];0.0;0.0;0;;;164.70966044122642;;;
50;50;be;879;342;901;358;350.0;0.5;3;[np.float64(5740.0), np.float64(5742.0)];[np.float64(0.0), np.float64(2.8622802734373636)];450.0;200.0;2;2.1021;1.9401;136.01442087769544;2.02;225.0;200.0
51;51;pasta;910;343;961;362;352.5;2.5;3;[np.float64(5739.0), np.float64(5741.0), np.float64(5743.0), np.float64(5744.0), np.float64(5820.0)];[np.float64(2.1067776083946796), np.float64(0.0), np.float64(0.0), np.float64(2.3779054529527457), np.float64(3.137559509277253)];1132.0;125.0;5;2.1209;1.9534;79.4234330405092;2.04;226.4;1424.0
52;52;shells,;969;342;1029;360;351.0;1.5;3;[np.float64(5745.0), np.float64(5821.0), np.float64(5822.0)];[np.float64(0.0), np.float64(0.0), np.float64(41.6508541547235)];801.0;217.0;3;2.1214;1.9469;41.6508541547235;2.03;267.0;217.0
53;53;neatly;1038;342;1095;362;352.0;1.0;3;[np.float64(5746.0)];[np.float64(0.0)];266.0;266.0;1;2.1793;1.9477;40.47737461371727;2.06;266.0;266.0
54;54;arranged;1103;342;1187;362;352.0;0.0;3;[np.float64(5747.0), np.float64(5748.0)];[np.float64(0.0), np.float64(0.0)];383.0;216.0;2;2.1921;1.9507;83.22555988208101;2.07;191.5;383.0
55;55;on;1195;346;1218;358;352.0;0.0;3;[np.float64(5749.0)];[np.float64(1.9413442051669516)];142.0;142.0;1;2.1771;1.9356;170.84582827273346;2.06;142.0;142.0
56;56;one;1226;346;1260;358;352.0;0.0;3;[];[];0.0;0.0;0;;;200.9733875343403;;;
57;57;side;272;425;311;440;432.5;80.5;4;[np.float64(5751.0)];[np.float64(13.056467354297695)];267.0;267.0;1;2.061;1.9867;719.2018755668811;2.02;267.0;267.0
58;58;of;319;425;337;440;432.5;0.0;4;[];[];0.0;0.0;0;;;693.2161049800748;;;
59;59;the;343;425;372;440;432.5;0.0;4;[np.float64(5750.0)];[np.float64(15.146338939666748)];76.0;76.0;1;2.0649;1.9932;658.237034602112;2.03;76.0;343.0
60;60;plate,;381;425;431;444;434.5;2.0;4;[np.float64(5752.0)];[np.float64(7.781630181962033)];92.0;92.0;1;2.0926;1.985;599.277848410103;2.04;92.0;92.0
61;61;and;440;425;474;440;432.5;2.0;4;[np.float64(5753.0)];[np.float64(15.029042291641247)];158.0;158.0;1;2.058;1.9005;556.3130460734195;1.98;158.0;158.0
62;62;orange;483;429;548;444;436.5;4.0;4;[np.float64(5754.0)];[np.float64(15.390254259109497)];300.0;300.0;1;2.0836;1.9033;482.59852306855055;1.99;300.0;300.0
63;63;wedges;556;425;630;444;434.5;2.0;4;[np.float64(5755.0)];[np.float64(7.969557428359963)];333.0;333.0;1;2.1079;1.9007;400.5041666954871;2.0;333.0;333.0
64;64;with;637;425;675;440;432.5;2.0;4;[np.float64(5756.0)];[np.float64(6.3691400564633796)];433.0;433.0;1;2.1353;1.8931;355.5904430753063;2.01;433.0;433.0
65;65;some;684;429;735;440;434.5;2.0;4;[np.float64(5757.0), np.float64(5759.0)];[np.float64(5.739224658292926), np.float64(8.443672657012996)];533.0;283.0;2;2.1863;1.9714;296.0890444372065;2.08;266.5;283.0
66;66;of;743;425;761;440;432.5;2.0;4;[np.float64(5758.0)];[np.float64(1.2874890840971034)];216.0;216.0;1;2.2118;2.0096;269.83530991955234;2.11;216.0;466.0
67;67;the;767;425;796;440;432.5;0.0;4;[np.float64(5760.0)];[np.float64(3.4146024964072126)];191.0;191.0;1;2.206;2.0091;234.98621235599492;2.11;191.0;191.0
68;68;peel;805;425;843;444;434.5;2.0;4;[np.float64(5761.0)];[np.float64(9.22036022577918)];100.0;100.0;1;2.1907;2.013;188.27693882434178;2.1;100.0;100.0
69;69;still;852;425;881;440;432.5;2.0;4;[np.float64(5762.0)];[np.float64(5.563457101583481)];266.0;266.0;1;2.169;2.0136;150.64427056978934;2.09;266.0;266.0
70;70;attached,;890;425;977;442;433.5;1.0;4;[np.float64(5763.0)];[np.float64(5.153901707042337)];550.0;550.0;1;2.1472;1.9796;57.75619167156315;2.06;550.0;550.0
71;71;placed;987;425;1049;444;434.5;1.0;4;[np.float64(5764.0), np.float64(5766.0)];[np.float64(4.005130117589829), np.float64(5.715767702480025)];633.0;367.0;2;2.1521;1.9507;23.357267647981644;2.05;316.5;367.0
72;72;on;1057;429;1079;440;434.5;0.0;4;[];[];0.0;0.0;0;;;38.56211873935644;;;
73;73;the;1087;425;1116;440;432.5;2.0;4;[np.float64(5765.0), np.float64(5767.0), np.float64(5768.0), np.float64(5769.0)];[np.float64(2.515612840652466), np.float64(1.7785896233150424), np.float64(7.890858411788997), np.float64(8.510314654599464)];900.0;233.0;4;2.1655;1.937;61.764304452613516;2.05;225.0;1166.0
74;74;opposite;1124;425;1205;444;434.5;2.0;4;[np.float64(5770.0), np.float64(5771.0)];[np.float64(10.43157144026327), np.float64(10.438844859600067)];451.0;184.0;2;2.189;1.9273;97.03074178915192;2.06;225.5;451.0
75;75;side.;1213;425;1257;440;432.5;2.0;4;[np.float64(5772.0)];[np.float64(8.681746363639832)];208.0;208.0;1;2.2088;1.9145;184.66066492202484;2.06;208.0;208.0
76;76;Additionally,;269;506;385;526;516.0;83.5;5;[np.float64(5773.0), np.float64(5774.0), np.float64(5795.0)];[np.float64(8.151747904325816), np.float64(13.956632900237992), np.float64(25.667514462000497)];615.0;316.0;3;2.0725;1.943;653.2124357918857;2.01;205.0;482.0
77;77;there;394;506;442;522;514.0;2.0;5;[np.float64(5775.0)];[np.float64(18.17052772641182)];533.0;533.0;1;2.0759;1.8895;597.0140049587001;1.98;533.0;533.0
78;78;are;450;510;479;522;516.0;2.0;5;[np.float64(5776.0)];[np.float64(24.835455536842346)];267.0;267.0;1;2.1075;1.8942;561.3792976283046;2.0;267.0;267.0
79;79;orange-colored;487;506;631;526;516.0;0.0;5;[np.float64(5777.0), np.float64(5778.0)];[np.float64(17.123961687088013), np.float64(19.59650516510004)];525.0;75.0;2;2.118;1.8906;412.24970577820983;2.0;262.5;525.0
80;80;crackers,;640;506;726;524;515.0;1.0;5;[np.float64(5779.0), np.float64(5780.0), np.float64(5781.0)];[np.float64(20.619007895974562), np.float64(20.053841590881348), np.float64(21.17437179271991)];833.0;283.0;3;2.0659;1.874;321.24530552261456;1.97;277.6667;833.0
