;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Why;500;770;541;790;780.0;;1;[np.float64(6244.0)];[np.float64(0.0)];300.0;300.0;1;2.3088;2.3982;455.026634146594;2.35;300.0;300.0
1;1;is;549;770;562;786;778.0;2.0;1;[];[];0.0;0.0;0;;;434.0291860115837;;;
2;2;the;570;770;599;786;778.0;0.0;1;[np.float64(6243.0)];[np.float64(1.820869445800895)];83.0;83.0;1;2.3128;2.388;397.0343389257361;2.35;83.0;383.0
3;3;quote;607;771;660;790;780.5;2.5;1;[np.float64(6240.0), np.float64(6245.0)];[np.float64(0.0), np.float64(7.4425764083862305)];350.0;200.0;2;2.3062;2.3859;336.0674145886205;2.35;175.0;200.0
4;4;"""Little";668;770;720;786;778.0;2.5;1;[np.float64(6241.0)];[np.float64(4.562578487396195)];166.0;166.0;1;2.3157;2.3871;276.06083454723;2.35;166.0;166.0
5;5;things;728;770;785;790;780.0;2.0;1;[np.float64(6242.0)];[np.float64(9.819684296763848)];150.0;150.0;1;2.296;2.36;211.0876083131463;2.33;150.0;683.0
6;6;can;793;774;825;786;780.0;0.0;1;[];[];0.0;0.0;0;;;171.3227651369162;;;
7;7;grow;834;774;879;790;782.0;2.0;1;[];[];0.0;0.0;0;;;117.48323069813935;;;
8;8;"big""";887;770;921;790;780.0;2.0;1;[];[];0.0;0.0;0;;;75.2932912132525;;;
9;9;significant?;930;770;1035;790;780.0;0.0;1;[np.float64(6246.0), np.float64(6247.0)];[np.float64(11.110736710684591), np.float64(6.927855968475342)];341.0;233.0;2;2.3127;2.3452;6.927855968475342;2.33;170.5;341.0
