text;attention
The;0.008680811
man;0.00868389
in;0.008689148
the;0.008663698
image;0.008654799
is;0.008728951
snowboarding;0.008784546
down;0.008708522
a;0.008680065
snow-covered;0.0086961035
slope,;0.008692429
holding;0.008711847
a;0.008677824
large;0.008675079
red;0.008668623
axe;0.008719638
or;0.008718142
a;0.0086875325
long;0.008668424
stick.;0.008696927
He;0.008733501
is;0.008675317
wearing;0.008684935
a;0.008672986
plaid;0.008666299
shirt;0.0086712865
and;0.0086622685
appears;0.008676516
to;0.008665706
be;0.008659408
enjoying;0.0086769415
his;0.008682456
time;0.008658971
on;0.0086715715
the;0.008662902
snowy;0.008671174
hill.;0.008678744
It;0.008706577
is;0.008678397
not;0.008662509
common;0.008661191
for;0.008690765
snowboarders;0.008723425
to;0.008707997
carry;0.008688068
a;0.008684543
large;0.0086696185
axe;0.008701588
or;0.008707974
stick;0.0086790975
while;0.0086922385
snowboarding,;0.008743638
so;0.008694187
this;0.008703247
unusual;0.008684945
combination;0.008690169
of;0.008699335
snowboarding;0.008708093
and;0.008687843
carrying;0.00870384
a;0.00869009
large;0.008663321
tool;0.008664192
might;0.008694965
be;0.008702662
a;0.00867323
unique;0.008667683
aspect;0.008682992
of;0.008681809
this;0.008673137
particular;0.008674722
scene.;0.008716437
It;0.008737522
could;0.008675482
be;0.00868155
that;0.008669785
the;0.008704855
man;0.008674329
is;0.008689418
participating;0.008703649
in;0.008681947
some;0.008680921
kind;0.008683741
of;0.008673855
special;0.0086742155
event;0.0086767115
or;0.008716698
demonstration,;0.0087735355
or;0.008722325
perhaps;0.008696364
he;0.008688646
is;0.008686098
using;0.008679495
the;0.008721041
large;0.00868267
red;0.008687206
axe;0.008731466
for;0.0087091755
a;0.008724104
specific;0.008677298
purpose,;0.008750097
such;0.008697152
as;0.0086843185
clearing;0.0087361615
snow;0.008727675
or;0.008696745
providing;0.0087658595
some;0.008715423
kind;0.00869656
of;0.008681345
assistance;0.008678013
during;0.0087500755
his;0.008742671
snowboarding;0.008848912
adventure.;0.008812384
