text;attention
The;0.009808124
quote;0.014103486
"""Little";0.024703257
things;0.019854264
can;0.008458395
grow;0.012995257
"big""";0.026842361
is;0.010133904
significant;0.009426784
because;0.011277387
it;0.007925974
emphasizes;0.010027475
the;0.007581322
importance;0.007668363
of;0.007937238
paying;0.007991484
attention;0.009826812
to;0.008225574
small;0.008680809
details;0.014146155
and;0.008368795
considering;0.008831524
their;0.007711605
potential;0.008553162
impact.;0.015839782
It;0.009128723
suggests;0.009488943
that;0.009046074
seemingly;0.00919998
insignificant;0.013450743
occurrences;0.012426572
or;0.0077252574
actions;0.008585069
can;0.009098185
have;0.007608671
a;0.007016949
significant;0.0073267897
impact;0.007904246
on;0.0075888853
the;0.007075686
bigger;0.0074858703
picture,;0.009886171
and;0.007606929
that;0.007970353
one;0.0073718945
should;0.007839381
not;0.0074257036
underestimate;0.010335224
the;0.00716899
power;0.007309219
of;0.007247848
small;0.007871744
things.;0.010805317
This;0.008310266
quote;0.0106704
can;0.00782969
be;0.0071020075
applied;0.009279359
in;0.0076046865
various;0.007804653
contexts,;0.012977037
such;0.0077503035
as;0.007515374
personal;0.007942566
growth,;0.012656502
business,;0.009941142
or;0.0075395457
even;0.0074473657
global;0.008171451
issues,;0.009530141
as;0.0073013427
it;0.0073788785
reminds;0.0081985025
us;0.007737112
to;0.00871685
be;0.0071894634
mindful;0.009490735
of;0.007867059
our;0.0074536703
actions;0.009446678
and;0.007422686
the;0.007045953
potential;0.007625477
consequences;0.008287887
they;0.0072642993
may;0.0069352533
have.;0.008460788
It;0.007590453
encourages;0.008286026
us;0.007202834
to;0.0074617364
take;0.0072066765
a;0.0068997587
holistic;0.00967548
view;0.0076055746
of;0.007209952
life;0.00795091
and;0.007319263
recognize;0.0080485465
the;0.0074776346
interconnectedness;0.009646137
of;0.0073316507
all;0.00724868
things,;0.00879659
even;0.007090307
if;0.007495997
they;0.0070766015
appear;0.007717094
small;0.007457245
at;0.006687476
first;0.0068993797
glance.;0.0068081645
