text;attention
The;0.102466635
image;0.011199241
depicts;0.035620913
a;0.008383381
man;0.010252268
and;0.008682067
a;0.008827328
woman;0.017320523
sitting;0.010966857
on;0.007913821
a;0.0069870837
couch;0.015113855
in;0.008851614
a;0.0073800455
living;0.0071055796
room.;0.023068398
They;0.008066547
are;0.007216259
facing;0.009029468
each;0.0076529398
other;0.009759489
and;0.007932453
appear;0.007696903
to;0.007248573
be;0.006785829
engaged;0.0075673317
in;0.006819324
a;0.006380022
conversation;0.009303731
or;0.0070923828
watching;0.0082434835
something;0.008369292
together.;0.01453255
The;0.008663244
couch;0.009474057
is;0.0076359273
positioned;0.008304779
in;0.006942719
the;0.0062466194
center;0.0077078277
of;0.0073260423
the;0.006174436
room,;0.012136476
with;0.00875871
a;0.0069074864
dining;0.006852974
table;0.008068709
and;0.0073183486
a;0.0071959165
kitchen;0.007338817
area;0.0065709045
visible;0.008250488
in;0.0063590165
the;0.00589646
background.;0.013868561
There;0.0074498253
are;0.006614563
several;0.0070197107
objects;0.009749458
scattered;0.009716183
around;0.00818269
the;0.0062332717
room,;0.012276142
including;0.00858825
a;0.006457328
TV,;0.010763797
a;0.006444494
laptop,;0.011216243
a;0.006271935
cell;0.0060713203
phone,;0.007608326
and;0.0064726286
a;0.005862787
few;0.0062748063
bottles.;0.010915476
A;0.007022846
refrigerator;0.009612538
can;0.006327391
be;0.0060764477
seen;0.0072886976
in;0.006426767
the;0.005933166
kitchen;0.0064791637
area,;0.007051809
and;0.0065742214
a;0.0062515684
microwave;0.008311143
is;0.005778657
also;0.006138782
present.;0.007419321
The;0.0068677114
living;0.0061022877
room;0.007016754
is;0.0069472506
furnished;0.009417282
with;0.0074768784
a;0.005916357
chair;0.007113221
and;0.006529048
a;0.006318829
potted;0.006464972
plant,;0.007826908
adding;0.007257697
a;0.006100162
touch;0.0059994585
of;0.0065984493
greenery;0.0063292715
to;0.0059699365
the;0.0055164243
space.;0.0055146688
