text;attention
There;0.019648977
are;0.017427452
no;0.017313441
birds;0.024231957
or;0.017921397
clouds;0.02232943
visible;0.021088552
in;0.017582135
the;0.017736824
photo;0.018688632
you;0.017181309
provided.;0.028603218
The;0.019804347
image;0.017384237
shows;0.018212063
a;0.017552644
toy;0.018218357
figure;0.019580187
of;0.01709512
a;0.01649282
surfer;0.023886478
on;0.016870964
a;0.016583163
surfboard;0.0191555
against;0.017353047
a;0.016663242
clear;0.017164888
blue;0.017110044
sky.;0.023562763
If;0.01784217
you're;0.018466583
looking;0.017457865
for;0.017759139
a;0.017118987
photo;0.01810864
with;0.017550036
birds;0.017439324
and;0.016741702
clouds,;0.019028088
you;0.016548892
may;0.016643124
want;0.017855266
to;0.016640142
try;0.016713664
a;0.01647516
different;0.01692737
image;0.017384984
or;0.016464625
specify;0.01721429
another;0.01658457
scene;0.01748183
you'd;0.017172376
like;0.016622247
to;0.016329471
see.;0.016986405
