text;attention
The;0.010421122
quote;0.010594576
"""Little";0.014081079
things;0.013788961
can;0.0091174375
grow;0.017147632
"big""";0.022631874
is;0.009462428
significant;0.009625397
because;0.010295398
it;0.009654441
emphasizes;0.010404614
the;0.009526696
importance;0.009128901
of;0.009723975
small;0.012238834
actions;0.01181618
and;0.009089016
their;0.010553886
potential;0.009370508
to;0.0101070665
have;0.009174388
a;0.008856965
significant;0.0087505095
impact;0.009761462
over;0.008628029
time.;0.016244447
In;0.009316569
the;0.008587275
image,;0.01650539
the;0.010693626
shadows;0.01648255
of;0.0093904715
four;0.0093632545
people;0.011391114
are;0.00938913
cast;0.010358337
on;0.009092865
the;0.008355584
ground,;0.011362934
suggesting;0.00912062
that;0.010087176
even;0.009206935
the;0.008247014
smallest;0.009928961
of;0.008325484
individuals;0.009767463
can;0.00975446
contribute;0.009437239
to;0.00892855
something;0.009419255
bigger.;0.0142773865
This;0.009772426
idea;0.009835085
can;0.008910875
be;0.008374846
applied;0.009362455
to;0.010426099
various;0.009071505
aspects;0.008754859
of;0.008456635
life,;0.011711274
such;0.008891059
as;0.010285476
personal;0.009307219
growth,;0.013074395
relationships,;0.0107852155
or;0.009134492
even;0.008514145
community;0.008677317
development.;0.011077128
It;0.009359172
serves;0.0085640475
as;0.008491143
a;0.008367705
reminder;0.0087562995
that;0.009998942
even;0.008598629
the;0.008026901
smallest;0.00893647
actions;0.009084476
or;0.008329766
contributions;0.008599479
can;0.009410252
have;0.008635334
a;0.0084138615
lasting;0.008674078
impact;0.008725035
and;0.0083291335
contribute;0.00859707
to;0.008738634
the;0.0085697295
growth;0.009134307
and;0.008028372
success;0.008480817
of;0.008530687
a;0.008163388
larger;0.008725917
entity;0.008131853
or;0.008029973
goal.;0.008160577
