;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;467;770;516;786;778.0;;1;[np.float64(3171.0), np.float64(3183.0)];[np.float64(16.809866714477494), np.float64(16.303482174873352)];383.0;250.0;2;2.6031;2.5346;162.49841448230126;2.57;191.5;250.0
1;1;is;525;770;538;786;778.0;0.0;1;[];[];0.0;0.0;0;;;140.55735959550123;;;
2;2;the;545;770;574;786;778.0;0.0;1;[np.float64(3182.0)];[np.float64(46.05534921130744)];117.0;117.0;1;2.6355;2.5987;104.70718651666841;2.62;117.0;250.0
3;3;title;582;770;615;786;778.0;0.0;1;[np.float64(3184.0), np.float64(3185.0)];[np.float64(13.48889684677124), np.float64(0.0)];400.0;300.0;2;2.5057;2.5024;64.082755337528;2.5;200.0;400.0
4;4;and;623;770;657;786;778.0;0.0;1;[];[];0.0;0.0;0;;;23.84030967478627;;;
5;5;topic;665;770;710;790;780.0;2.0;1;[np.float64(3186.0)];[np.float64(11.05558338165281)];250.0;250.0;1;2.486;2.5011;11.05558338165281;2.49;250.0;250.0
6;6;of;718;770;735;786;778.0;2.0;1;[];[];0.0;0.0;0;;;41.38223284630449;;;
7;7;the;742;770;771;786;778.0;0.0;1;[np.float64(3172.0)];[np.float64(18.49192359496135)];1642.0;1642.0;1;2.4092;2.3709;64.82775827681631;2.39;1642.0;2542.0
8;8;book;780;770;824;786;778.0;0.0;1;[];[];0.0;0.0;0;;;102.47621302345713;;;
9;9;mentioned;833;770;930;786;778.0;0.0;1;[];[];0.0;0.0;0;;;155.27219127380096;;;
10;10;in;940;770;954;786;778.0;0.0;1;[];[];0.0;0.0;0;;;262.11136543075105;;;
11;11;the;962;770;991;786;778.0;0.0;1;[];[];0.0;0.0;0;;;284.09330248207186;;;
12;12;image?;1000;770;1067;790;780.0;2.0;1;[];[];0.0;0.0;0;;;322.0679128811214;;;
