text;attention
The;3.6058487e-10
full;3.3143385e-10
name;3.109794e-10
of;3.1560018e-10
this;5.2297744e-10
Institute;5.340026e-10
is;3.6830042e-10
"""Juilliard";1.368154e-09
"University"".";1.0320576e-09
It;4.8624e-10
was;4.517144e-10
established;4.9971527e-10
by;4.8847376e-10
a;2.4582672e-10
group;3.4040848e-10
of;2.6414587e-10
students;4.5759643e-10
from;3.9010165e-10
different;3.4308817e-10
universities;3.745301e-10
and;2.675135e-10
institutions,;5.229904e-10
including;3.5135028e-10
Juilliard;6.357376e-10
School;3.4476486e-10
of;2.911124e-10
Music,;5.923387e-10
where;3.522131e-10
they;3.7238954e-10
were;3.3743616e-10
studying;4.0647413e-10
music;3.1921807e-10
theory;3.5484762e-10
and;2.8041539e-10
composition.;1.0
