text;attention
The;0.00865973
quote;0.009118445
"""Little";0.017731147
things;0.008645084
can;0.008056392
grow;0.009440433
"big""";0.018063257
is;0.008022364
significant;0.0111418385
because;0.008218707
it;0.007658449
emphasizes;0.011278834
the;0.0074753505
importance;0.009223356
of;0.008315861
small;0.011050146
actions;0.011298479
and;0.008305798
their;0.008040123
potential;0.009074433
to;0.00780862
have;0.007982161
a;0.0072418326
significant;0.008424691
impact;0.010879388
over;0.008597023
time.;0.020845726
In;0.007802338
the;0.007823969
image,;0.018647803
the;0.00881216
shadows;0.010269499
of;0.009161502
four;0.009480898
people;0.010085352
are;0.008669052
cast;0.009229507
on;0.007068381
the;0.0066903797
ground,;0.015290509
suggesting;0.010980448
that;0.007983248
even;0.008414136
the;0.0075703906
smallest;0.00969833
of;0.008721433
individuals;0.0096259555
can;0.008311396
contribute;0.010005448
to;0.0083237635
something;0.00981046
bigger.;0.021908864
This;0.009790445
idea;0.0095240995
can;0.008721072
be;0.00707367
applied;0.010599003
to;0.00959714
various;0.009170994
aspects;0.0093394155
of;0.0081002265
life,;0.016324313
such;0.0075029815
as;0.0075334427
personal;0.008878577
growth,;0.01721234
relationships,;0.012657232
or;0.009452636
even;0.008146911
community;0.009417004
development.;0.023649845
It;0.008043169
serves;0.0082380865
as;0.006908396
a;0.007014348
reminder;0.012358086
that;0.008151546
even;0.008590139
the;0.008819875
smallest;0.010904007
actions;0.010366829
or;0.008842812
contributions;0.01189274
can;0.008866344
have;0.00827435
a;0.0073476527
lasting;0.008453742
impact;0.010140479
and;0.008376846
contribute;0.009148702
to;0.008062487
the;0.008449213
growth;0.009479706
and;0.0070592184
success;0.011049096
of;0.00830991
a;0.008019224
larger;0.00946467
entity;0.008603597
or;0.008817606
goal.;0.018272819
