text;attention
The;1.7403023e-05
quote;1.7319955e-05
"""Little";3.503896e-05
things;1.41204255e-05
can;1.5253091e-05
grow;1.4952336e-05
"big""";2.0118532e-05
is;1.424346e-05
significant;1.5181415e-05
because;1.5106243e-05
it;1.3755034e-05
emphasizes;1.5595237e-05
the;1.2094413e-05
importance;1.2371474e-05
of;1.6127507e-05
paying;1.3769575e-05
attention;1.335222e-05
to;1.4639127e-05
small;1.6882086e-05
details;1.612128e-05
and;1.1851712e-05
considering;1.5769834e-05
their;1.1341418e-05
potential;1.297154e-05
impact.;0.2677655
It;1.3445847e-05
suggests;1.9653724e-05
that;1.788673e-05
seemingly;1.9374893e-05
insignificant;2.0399935e-05
occurrences;1.6821868e-05
or;1.331547e-05
actions;1.45678905e-05
can;1.672458e-05
have;1.4350861e-05
a;1.3351507e-05
significant;1.4800872e-05
impact;1.5132008e-05
on;1.3107845e-05
the;1.2379205e-05
bigger;1.2548632e-05
picture,;1.5286963e-05
and;1.1875845e-05
that;1.3017925e-05
one;1.1236728e-05
should;1.284553e-05
not;1.2911544e-05
underestimate;1.5772028e-05
the;1.2130742e-05
power;1.2444711e-05
of;1.2370402e-05
small;1.6492979e-05
things.;0.25269818
This;2.1224718e-05
quote;1.4597583e-05
can;1.5570673e-05
be;1.4166986e-05
applied;1.5587253e-05
in;1.9258872e-05
various;1.6024176e-05
contexts,;2.0572605e-05
such;1.3005019e-05
as;1.563631e-05
personal;1.3323358e-05
growth,;2.6557302e-05
business,;1.6451977e-05
or;1.2439181e-05
even;1.2787595e-05
global;1.4020484e-05
issues,;1.8479492e-05
as;1.4457335e-05
it;1.3193729e-05
reminds;1.7045355e-05
us;1.216638e-05
to;1.4195509e-05
be;1.31018705e-05
mindful;1.7548786e-05
of;1.587054e-05
our;1.2615034e-05
actions;1.5291484e-05
and;1.2057434e-05
the;1.481556e-05
potential;1.3885488e-05
consequences;1.6943652e-05
they;1.1556794e-05
may;1.1898315e-05
have.;0.26860362
It;1.3340713e-05
encourages;1.6137708e-05
us;1.2158168e-05
to;1.5935604e-05
take;1.4035104e-05
a;1.2801674e-05
holistic;1.9255676e-05
view;1.4122754e-05
of;1.3184659e-05
life;1.3344237e-05
and;1.3140713e-05
recognize;1.8005732e-05
the;1.5400103e-05
interconnectedness;2.744347e-05
of;1.3759534e-05
all;1.4855302e-05
things,;2.0627396e-05
even;1.2371569e-05
if;1.1544787e-05
they;1.3050668e-05
appear;1.52173925e-05
small;1.9224115e-05
at;1.0711429e-05
first;1.1584545e-05
glance.;0.20929547
