text;attention
The;0.93109107
title;0.00045880984
of;0.0004500708
NaomiKlein's;0.018465057
book;0.00048499688
"""The";0.0005684967
Shock;0.0006494324
"Doctrine""";0.020162947
is;0.00042276288
"""The";0.0005088439
End;0.00042300625
of;0.0004545211
Employment;0.001557081
and;0.0005861873
the;0.00042069884
Rise;0.0004474433
of;0.00042778626
Disaster;0.0006699789
"Capitalism.""";0.0016047593
This;0.00039510426
book;0.0004127414
explores;0.0005144461
how;0.0004171734
economic;0.00055924867
policies;0.0005181906
have;0.000419936
become;0.00042754135
increasingly;0.00042984902
harmful;0.00048714335
to;0.0004404305
human;0.00041827513
rights,;0.00069032336
social;0.00038573606
justice,;0.00048303994
and;0.0003863649
environmental;0.00042819077
sustainability.;0.0005345355
It;0.00036681266
argues;0.00040061
that;0.00038885316
the;0.00039379534
shock;0.0004476411
doctrine;0.00075939135
has;0.00040832965
led;0.00039288343
to;0.0003782536
a;0.00036358743
situation;0.00037636913
where;0.00039917568
large-scale;0.00042107792
industries;0.0004540576
are;0.0003761142
being;0.00037034616
built;0.0004714397
in;0.00044363135
developing;0.0004183285
countries;0.0004518086
with;0.0003887347
little;0.00036810173
regard;0.00037204535
for;0.00037003457
local;0.0003715741
conditions;0.0003651252
or;0.00036107373
social;0.0003569684
implications.;0.00036165948
