text;attention
The;1.1886249e-17
image;9.8045156e-18
features;1.1015904e-17
a;9.2506305e-18
man;1.01608765e-17
and;9.358533e-18
a;8.991571e-18
young;9.694763e-18
boy;1.2525201e-17
sitting;8.86704e-18
at;8.765474e-18
a;8.780133e-18
table,;1.051586e-17
enjoying;1.0328961e-17
a;8.517888e-18
meal;9.821247e-18
together.;1.0
The;9.6741486e-18
man;8.997198e-18
is;8.526731e-18
holding;8.436848e-18
a;8.4589235e-18
doughnut,;1.2621946e-17
while;8.717024e-18
the;8.9680035e-18
boy;9.3362106e-18
is;8.347595e-18
holding;8.2720865e-18
a;8.354475e-18
bagel.;1.3875722e-17
They;9.010971e-18
are;8.562258e-18
both;8.666361e-18
sitting;8.724575e-18
at;8.499485e-18
the;8.38228e-18
table,;9.008977e-18
surrounded;9.104226e-18
by;8.7011766e-18
various;8.863354e-18
food;8.6529825e-18
items,;9.680793e-18
including;8.427037e-18
a;8.339955e-18
plate;8.709413e-18
of;8.285698e-18
doughnuts,;1.18092366e-17
a;8.282002e-18
bagel,;9.528017e-18
and;8.2778636e-18
a;8.225987e-18
cup;8.5009434e-18
of;8.183796e-18
coffee.;1.0801518e-17
There;8.547476e-18
are;8.293984e-18
also;8.322e-18
a;8.204676e-18
few;8.533238e-18
other;8.444061e-18
doughnuts;1.0679506e-17
scattered;8.447282e-18
around;8.728969e-18
the;8.241315e-18
table,;8.507659e-18
indicating;8.376527e-18
that;8.2936354e-18
they;8.316097e-18
are;8.147009e-18
part;8.6022325e-18
of;8.146854e-18
the;8.179239e-18
meal.;9.540456e-18
The;8.32743e-18
scene;8.392198e-18
is;8.311213e-18
warm;8.6440415e-18
and;8.568696e-18
inviting,;8.9575074e-18
showcasing;9.229834e-18
a;8.256009e-18
father;8.492614e-18
and;8.870863e-18
son;8.348678e-18
enjoying;1.0586619e-17
a;8.195386e-18
casual;8.555207e-18
meal;8.416917e-18
together.;8.5151585e-18
