;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;259;383;296;398;390.5;;1;[];[];0.0;0.0;0;;;478.13194283873645;;;
1;1;quote;303;384;356;402;393.0;2.5;1;[];[];0.0;0.0;0;;;418.17593192818066;;;
2;2;written;364;383;427;398;390.5;2.5;1;[];[];0.0;0.0;0;;;348.8521695958166;;;
3;3;in;436;383;450;398;390.5;0.0;1;[np.float64(2419.0)];[np.float64(4.3374496459961165)];83.0;83.0;1;2.3816;2.5015;326.29583378600864;2.44;83.0;83.0
4;4;the;458;383;488;398;390.5;0.0;1;[np.float64(2418.0)];[np.float64(0.0)];550.0;550.0;1;2.3942;2.6194;289.18201452790356;2.51;550.0;633.0
5;5;image;496;383;552;402;392.5;2.0;1;[];[];0.0;0.0;0;;;226.2094041633049;;;
6;6;is:;561;383;580;398;390.5;2.0;1;[];[];0.0;0.0;0;;;200.70569793608104;;;
7;7;"""forgive";589;383;661;402;392.5;2.0;1;[np.float64(2411.0)];[np.float64(0.0)];134.0;134.0;1;2.4459;2.569;124.99246584312054;2.51;134.0;134.0
8;8;yourself;669;383;746;402;392.5;0.0;1;[np.float64(2412.0)];[np.float64(5.181476545333851)];167.0;167.0;1;2.42;2.549;66.276150746033;2.48;167.0;167.0
9;9;for;752;383;777;398;390.5;2.0;1;[np.float64(2420.0)];[np.float64(65.94632279872894)];266.0;266.0;1;2.3598;2.5198;65.94632279872894;2.44;266.0;266.0
10;10;not;785;384;813;398;391.0;0.5;1;[np.float64(2414.0)];[np.float64(0.15117287635808907)];100.0;100.0;1;2.4456;2.6131;67.72917060965365;2.53;100.0;100.0
11;11;knowing;822;383;899;402;392.5;1.5;1;[np.float64(2413.0)];[np.float64(9.979153329675853)];184.0;184.0;1;2.4261;2.5935;81.16071043510529;2.51;184.0;284.0
12;12;what;907;383;953;399;391.0;1.5;1;[np.float64(2415.0)];[np.float64(8.489899396896362)];166.0;166.0;1;2.4502;2.6239;152.01036311808028;2.54;166.0;166.0
13;13;you;960;387;993;402;394.5;3.5;1;[];[];0.0;0.0;0;;;200.25950765124776;;;
14;14;didn't;1002;383;1052;398;390.5;4.0;1;[];[];0.0;0.0;0;;;241.61169071810912;;;
15;15;know;1060;383;1109;399;391.0;0.5;1;[np.float64(2416.0)];[np.float64(29.846407890319824)];150.0;150.0;1;2.3927;2.6029;297.6106373226462;2.5;150.0;150.0
16;16;before;1118;383;1177;399;391.0;0.0;1;[];[];0.0;0.0;0;;;354.43880494257047;;;
17;17;you;1185;387;1218;402;394.5;3.5;1;[];[];0.0;0.0;0;;;420.03076362737784;;;
18;18;lived;1227;383;1269;398;390.5;4.0;1;[np.float64(2417.0)];[np.float64(29.339388561248825)];83.0;83.0;1;2.4614;2.5951;462.1668325186709;2.53;83.0;982.0
19;19;through;716;465;787;485;475.0;84.5;2;[];[];0.0;0.0;0;;;1.0536772012710571;;;
20;20;"it.""";797;465;820;481;473.0;2.0;2;[];[];0.0;0.0;0;;;27.457940002326925;;;
