text;attention
The;0.009868241
quote;0.009850172
"""Little";0.010009867
things;0.009861267
can;0.009895635
grow;0.0098824
"big""";0.010029837
is;0.009887618
significant;0.009847648
because;0.0098224785
it;0.009853875
emphasizes;0.009887917
the;0.009911239
importance;0.009816238
of;0.009835507
small;0.0098309945
actions;0.009833346
and;0.009849788
their;0.009847508
potential;0.00984088
to;0.009852105
have;0.009838982
a;0.009833288
significant;0.009839813
impact;0.009833576
over;0.009836566
time.;0.009900098
In;0.009855078
the;0.014466487
image,;0.010062015
the;0.009841077
shadows;0.009861064
of;0.009878906
four;0.009853413
people;0.0098315505
are;0.009857235
cast;0.009852166
on;0.009832553
the;0.009843493
ground,;0.009871916
suggesting;0.009834874
that;0.009823911
even;0.009825957
the;0.009824519
smallest;0.009829265
of;0.009837459
individuals;0.009836417
can;0.00983698
contribute;0.009835187
to;0.009824479
something;0.009844377
bigger.;0.009866062
This;0.00984005
idea;0.009856864
can;0.009852484
be;0.009844143
applied;0.009835603
to;0.009839883
various;0.009841369
aspects;0.009836014
of;0.009847852
life,;0.009862349
such;0.009835119
as;0.009829588
personal;0.009832362
growth,;0.009868301
relationships,;0.009853091
or;0.009829623
even;0.009814743
community;0.009849184
development.;0.009861789
It;0.009843155
serves;0.00985365
as;0.0098586595
a;0.009836607
reminder;0.009859065
that;0.009884649
even;0.009834073
the;0.009842401
smallest;0.009831812
actions;0.00984844
or;0.00983554
contributions;0.009829281
can;0.009884764
have;0.009829176
a;0.009830419
lasting;0.009861418
impact;0.009986801
and;0.009827178
contribute;0.009836167
to;0.009847995
the;0.009829986
growth;0.009830736
and;0.009845753
success;0.009859922
of;0.0098612765
a;0.009834448
larger;0.009833929
entity;0.009862479
or;0.009841918
goal.;0.009984613
