text;attention
The;7.041069e-06
quote;8.722016e-06
on;7.2948865e-06
the;7.5277294e-06
image,;9.926801e-06
"""Peace,";1.4902517e-05
Poetry,;2.3582748e-05
and;7.745301e-06
"Power,""";0.04023356
suggests;8.70978e-06
that;8.02107e-06
the;6.9317616e-06
person;7.891145e-06
who;6.5762174e-06
created;7.795976e-06
the;7.3003152e-06
image;8.1961625e-06
values;8.8619445e-06
peace,;9.714423e-06
poetry,;7.165771e-05
and;7.358534e-06
power;7.5498956e-06
in;7.4638647e-06
their;7.124046e-06
life.;0.63063306
It;7.331775e-06
could;9.629554e-06
be;7.273394e-06
a;6.8543304e-06
personal;6.705909e-06
mantra;7.776973e-06
or;7.880518e-06
a;6.7466226e-06
statement;6.9076614e-06
expressing;7.341753e-06
their;7.816835e-06
beliefs;7.752862e-06
and;7.4993686e-06
aspirations.;0.32876793
