text;attention
Yes,;0.00038675324
there;0.00030465904
is;0.00027892517
a;0.0003407462
purple;0.0002437636
umbrella;0.00027809807
near;0.00031119722
the;0.00028135392
green;0.00025848372
leaves;0.00026813868
in;0.00025993888
the;0.0002982524
image.;0.4991624
It;0.00027693567
appears;0.00030087298
to;0.00024192926
be;0.00027913923
left;0.0002891917
behind;0.00029396132
by;0.00025497723
someone,;0.00031124335
possibly;0.00026586975
a;0.00026547327
pedestrian;0.00024894672
who;0.0003192364
forgot;0.00028664005
it;0.00028616138
while;0.0002940168
walking;0.0002686176
by.;0.49284407
