;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;473;770;522;786;778.0;;1;[];[];0.0;0.0;0;;;538.2494476803007;;;
1;1;is;531;770;544;786;778.0;0.0;1;[];[];0.0;0.0;0;;;516.3954847139765;;;
2;2;the;552;770;580;786;778.0;0.0;1;[];[];0.0;0.0;0;;;480.6631952218652;;;
3;3;full;588;770;615;786;778.0;0.0;1;[];[];0.0;0.0;0;;;445.9647542111185;;;
4;4;name;624;774;675;786;780.0;2.0;1;[];[];0.0;0.0;0;;;387.25582373831867;;;
5;5;of;683;770;701;786;778.0;2.0;1;[];[];0.0;0.0;0;;;360.95313423972345;;;
6;6;the;708;770;736;786;778.0;0.0;1;[];[];0.0;0.0;0;;;326.503629191423;;;
7;7;institute;745;770;818;786;778.0;0.0;1;[];[];0.0;0.0;0;;;246.4017037140527;;;
8;8;mentioned;827;770;925;786;778.0;0.0;1;[];[];0.0;0.0;0;;;145.10298262509474;;;
9;9;in;934;770;948;786;778.0;0.0;1;[];[];0.0;0.0;0;;;124.57953331808665;;;
10;10;the;956;770;985;786;778.0;0.0;1;[];[];0.0;0.0;0;;;94.0012052044129;;;
11;11;image?;994;770;1062;790;780.0;2.0;1;[np.float64(4406.0)];[np.float64(60.64500093460083)];100.0;100.0;1;2.6712;2.5921;60.64500093460083;2.63;100.0;100.0
