;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Describe;391;770;472;786;778.0;;1;[np.float64(3952.0), np.float64(3953.0)];[np.float64(58.12696108959284), np.float64(71.21203708201958)];133.0;66.0;2;;2.7645;709.8928137025869;;66.5;133.0
1;1;the;480;770;509;786;778.0;0.0;1;[np.float64(3954.0)];[np.float64(76.42988681793213)];100.0;100.0;1;;2.767;673.0203382760411;;100.0;100.0
2;2;overall;518;770;579;786;778.0;0.0;1;[];[];0.0;0.0;0;;;603.3043182877461;;;
3;3;appearance;587;774;699;790;782.0;4.0;1;[];[];0.0;0.0;0;;;484.4720769309802;;;
4;4;and;707;770;741;786;778.0;4.0;1;[];[];0.0;0.0;0;;;442.3056867794213;;;
5;5;atmosphere;750;770;861;790;780.0;2.0;1;[];[];0.0;0.0;0;;;323.6923011307526;;;
6;6;of;870;770;887;786;778.0;2.0;1;[];[];0.0;0.0;0;;;298.13904354009304;;;
7;7;the;894;770;923;786;778.0;0.0;1;[];[];0.0;0.0;0;;;262.90227244961835;;;
8;8;bedroom;932;770;1014;786;778.0;0.0;1;[];[];0.0;0.0;0;;;175.22056674389643;;;
9;9;in;1023;770;1037;786;778.0;0.0;1;[];[];0.0;0.0;0;;;153.6713078306562;;;
10;10;the;1045;770;1074;786;778.0;0.0;1;[np.float64(3955.0)];[np.float64(48.51857137964275)];66.0;66.0;1;2.8535;;120.13925102565518;;66.0;66.0
11;11;image.;1083;770;1144;790;780.0;2.0;1;[np.float64(3956.0), np.float64(3979.0)];[np.float64(62.991479602699116), np.float64(67.47713959890937)];267.0;133.0;2;2.74;2.7042;67.47713959890937;2.72;133.5;267.0
