text;attention
The;0.02350837
quote;0.007953294
"""Little";0.016727041
things;0.021394951
can;0.008399302
grow;0.0118057085
"big""";0.14287136
is;0.010549161
significant;0.008502879
because;0.023467297
it;0.007582242
emphasizes;0.011663904
the;0.005729892
importance;0.0065339436
of;0.0058262767
paying;0.0053703035
attention;0.008072794
to;0.0059506134
small;0.008084419
details;0.01361758
and;0.010577313
considering;0.007393474
their;0.0068303747
potential;0.0075308024
impact.;0.0584953
It;0.009240576
suggests;0.01100222
that;0.0075599486
seemingly;0.0069263093
insignificant;0.019811267
occurrences;0.016226266
or;0.0057695443
actions;0.0072847675
can;0.007420359
have;0.0057684705
a;0.00486982
significant;0.0062061017
impact;0.0067274114
on;0.0056178654
the;0.005002099
bigger;0.0061165066
picture,;0.015144617
and;0.0069251107
that;0.005852253
one;0.005043573
should;0.0061213677
not;0.005117853
underestimate;0.0073552937
the;0.004877847
power;0.0049747443
of;0.0048896684
small;0.0056130514
things.;0.015512185
This;0.0064514447
quote;0.009639418
can;0.0061530364
be;0.004749224
applied;0.0069116787
in;0.005757934
various;0.0057524443
contexts,;0.009661369
such;0.00578662
as;0.005297827
personal;0.0053526056
growth,;0.009382487
business,;0.00801156
or;0.0056525664
even;0.005485297
global;0.00626688
issues,;0.008823843
as;0.0052186465
it;0.005229826
reminds;0.005812387
us;0.0056868442
to;0.0060179415
be;0.0049425736
mindful;0.0069719227
of;0.00519503
our;0.004994202
actions;0.0065704733
and;0.005412284
the;0.005036834
potential;0.004955565
consequences;0.0056058783
they;0.005096686
may;0.0046477164
have.;0.0064523756
It;0.004990537
encourages;0.006335851
us;0.0048631476
to;0.0051347953
take;0.004756521
a;0.00459555
holistic;0.006281974
view;0.0050147255
of;0.004766437
life;0.005640568
and;0.0051733092
recognize;0.005152164
the;0.0048680766
interconnectedness;0.006550908
of;0.0048604077
all;0.00485698
things,;0.0057106647
even;0.005159243
if;0.00495186
they;0.0046837456
appear;0.0047909473
small;0.0049754125
at;0.004537034
first;0.004466481
glance.;0.004483477
