;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Can;345;757;382;772;764.5;;1;[];[];0.0;0.0;0;;;383.13203654224117;;;
1;1;you;390;761;422;776;768.5;4.0;1;[np.float64(1844.0)];[np.float64(0.0)];200.0;200.0;1;2.8839;2.6661;343.2050650484097;2.78;200.0;200.0
2;2;spot;431;757;470;776;766.5;2.0;1;[np.float64(1828.0)];[np.float64(6.33620548248291)];200.0;200.0;1;2.757;2.4477;295.13842269846015;2.6;200.0;200.0
3;3;the;478;757;507;772;764.5;2.0;1;[np.float64(1817.0), np.float64(1826.0)];[np.float64(0.0), np.float64(10.69814682006836)];500.0;400.0;2;2.7638;2.4943;258.14240794022606;2.63;250.0;400.0
4;4;purple;516;757;573;776;766.5;2.0;1;[np.float64(1815.0), np.float64(1827.0), np.float64(1843.0), np.float64(1845.0)];[np.float64(0.0), np.float64(4.676093196868919), np.float64(0.7566146850585938), np.float64(0.0)];768.0;267.0;4;2.7686;2.539;192.15332711958277;2.65;192.0;267.0
5;5;umbrella;582;757;662;772;764.5;2.0;1;[np.float64(1816.0), np.float64(1818.0)];[np.float64(1.6851679938180268), np.float64(4.283080482482887)];400.0;233.0;2;2.6712;2.3713;103.19016917261294;2.52;200.0;800.0
6;6;near;671;761;713;772;766.5;2.0;1;[np.float64(1819.0), np.float64(1846.0)];[np.float64(6.373804773603183), np.float64(3.3081237792969205)];400.0;233.0;2;2.775;2.4662;52.728897719766806;2.62;200.0;233.0
7;7;the;720;757;748;772;764.5;2.0;1;[np.float64(1821.0), np.float64(1836.0)];[np.float64(31.95621967315674), np.float64(0.0)];333.0;100.0;2;2.725;2.4964;17.583646270538377;2.61;166.5;100.0
8;8;green;757;761;810;776;768.5;4.0;1;[np.float64(1822.0), np.float64(1849.0)];[np.float64(10.238540910295676), np.float64(8.051092147827148)];600.0;400.0;2;2.7516;2.4654;8.051092147827148;2.61;300.0;1034.0
9;9;leaves?;819;757;890;772;764.5;4.0;1;[np.float64(1847.0)];[np.float64(0.0)];233.0;233.0;1;2.7404;2.4987;54.041435734088466;2.62;233.0;233.0
10;10;It;899;757;910;772;764.5;0.0;1;[];[];0.0;0.0;0;;;133.95065435298275;;;
11;11;appears;918;761;994;776;768.5;4.0;1;[np.float64(1832.0), np.float64(1848.0)];[np.float64(0.0), np.float64(0.0)];399.0;266.0;2;2.6691;2.4987;153.10121825872307;2.58;199.5;266.0
12;12;to;1001;757;1018;772;764.5;4.0;1;[];[];0.0;0.0;0;;;235.92416495341323;;;
13;13;be;1027;757;1048;772;764.5;0.0;1;[];[];0.0;0.0;0;;;261.9207121291046;;;
14;14;left;1057;757;1085;772;764.5;0.0;1;[np.float64(1833.0)];[np.float64(0.0)];500.0;500.0;1;2.5188;2.4199;291.9174923274362;2.47;500.0;500.0
15;15;behind;1093;757;1155;772;764.5;0.0;1;[np.float64(1834.0)];[np.float64(0.0)];267.0;267.0;1;2.5145;2.4072;327.9144061918667;2.46;267.0;267.0
16;16;by;1165;757;1185;776;766.5;2.0;1;[np.float64(1835.0), np.float64(1837.0)];[np.float64(38.210384368896484), np.float64(8.331645965576172)];275.0;134.0;2;2.5642;;399.9099007414247;;137.5;1608.0
17;17;someone.;722;786;813;798;792.0;25.5;2;[];[];0.0;0.0;0;;;33.05109214782715;;;
