;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;306;425;342;440;432.5;;1;[];[];0.0;0.0;0;;;271.4033095945802;;;
1;1;man;351;429;390;440;434.5;2.0;1;[];[];0.0;0.0;0;;;223.4921335533718;;;
2;2;in;399;425;413;440;432.5;2.0;1;[];[];0.0;0.0;0;;;200.54974956470718;;;
3;3;the;421;425;450;440;432.5;0.0;1;[];[];0.0;0.0;0;;;163.6763739423667;;;
4;4;image;459;425;515;444;434.5;2.0;1;[];[];0.0;0.0;0;;;98.60259916805586;;;
5;5;is;524;425;537;440;432.5;2.0;1;[np.float64(252.0)];[np.float64(5.354899607206676)];200.0;200.0;1;2.761;2.4857;77.45144766634276;2.62;200.0;200.0
6;6;riding;546;425;596;444;434.5;2.0;1;[];[];0.0;0.0;0;;;20.226758482731082;;;
7;7;skis;605;425;641;440;432.5;2.0;1;[np.float64(253.0), np.float64(260.0), np.float64(263.0)];[np.float64(3.9514748543174525), np.float64(0.16333906632615935), np.float64(14.975781641508377)];1158.0;266.0;3;2.625;2.4108;14.975781641508377;2.52;386.0;266.0
8;8;down;649;425;699;440;432.5;0.0;1;[np.float64(254.0), np.float64(261.0), np.float64(262.0)];[np.float64(0.0), np.float64(6.874217358552073), np.float64(12.237676711217546)];1707.0;508.0;3;2.6662;2.4296;39.00009122324;2.55;569.0;508.0
9;9;a;708;429;718;440;434.5;2.0;1;[];[];0.0;0.0;0;;;96.18320218031634;;;
10;10;snow-covered;726;425;860;440;432.5;2.0;1;[np.float64(255.0), np.float64(257.0)];[np.float64(1.3836277671978223), np.float64(5.974973760153091)];858.0;725.0;2;2.6621;2.4599;113.99813537801658;2.56;429.0;725.0
11;11;slope;869;425;919;444;434.5;2.0;1;[np.float64(256.0)];[np.float64(0.0)];166.0;166.0;1;2.6622;2.4503;256.2453514897933;2.56;166.0;299.0
12;12;while;927;425;975;440;432.5;2.0;1;[np.float64(258.0)];[np.float64(0.0)];367.0;367.0;1;2.6378;2.4183;314.36709006995886;2.53;367.0;367.0
13;13;holding;984;425;1051;444;434.5;2.0;1;[];[];0.0;0.0;0;;;371.17249576345324;;;
14;14;an;1059;429;1081;440;434.5;0.0;1;[np.float64(259.0)];[np.float64(0.0)];708.0;708.0;1;2.5091;2.3378;446.2615319493232;2.42;708.0;2799.0
15;15;ax;1090;429;1111;440;434.5;0.0;1;[];[];0.0;0.0;0;;;477.24520539398117;;;
16;16;in;1120;425;1134;440;432.5;2.0;1;[];[];0.0;0.0;0;;;507.23130511127255;;;
17;17;his;1143;425;1168;440;432.5;0.0;1;[];[];0.0;0.0;0;;;530.2217132248674;;;
18;18;hand.;1177;425;1228;440;432.5;0.0;1;[];[];0.0;0.0;0;;;564.2089661023068;;;
