;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;267;261;303;276;268.5;;1;[];[];0.0;0.0;0;;;991.4181889219022;;;
1;1;purpose;312;265;388;280;272.5;4.0;1;[];[];0.0;0.0;0;;;910.5906131218047;;;
2;2;of;396;261;414;276;268.5;4.0;1;[];[];0.0;0.0;0;;;888.0202858748061;;;
3;3;the;420;261;450;276;268.5;0.0;1;[];[];0.0;0.0;0;;;854.8953638237434;;;
4;4;Om;458;261;490;276;268.5;0.0;1;[];[];0.0;0.0;0;;;818.3747645593102;;;
5;5;chanting;498;261;579;280;270.5;2.0;1;[];[];0.0;0.0;0;;;736.5715252885382;;;
6;6;in;588;261;602;276;268.5;2.0;1;[];[];0.0;0.0;0;;;718.0922902886498;;;
7;7;the;610;261;639;276;268.5;0.0;1;[];[];0.0;0.0;0;;;685.7607976828809;;;
8;8;image;648;261;704;280;270.5;2.0;1;[];[];0.0;0.0;0;;;628.0505751362169;;;
9;9;is;713;261;726;276;268.5;2.0;1;[];[];0.0;0.0;0;;;611.8260954965418;;;
10;10;to;734;261;751;276;268.5;0.0;1;[];[];0.0;0.0;0;;;591.2386605620046;;;
11;11;promote;760;261;837;280;270.5;2.0;1;[];[];0.0;0.0;0;;;520.7625873927748;;;
12;12;positive;845;261;918;280;270.5;0.0;1;[];[];0.0;0.0;0;;;462.0208827454375;;;
13;13;transformation;925;261;1063;276;268.5;2.0;1;[];[];0.0;0.0;0;;;381.57869011322475;;;
14;14;and;1071;261;1105;276;268.5;0.0;1;[];[];0.0;0.0;0;;;364.71088212131673;;;
15;15;meditation.;1114;261;1217;276;268.5;0.0;1;[];[];0.0;0.0;0;;;341.6040246282253;;;
16;16;The;1226;261;1262;276;268.5;0.0;1;[];[];0.0;0.0;0;;;341.1876878142357;;;
17;17;group;248;346;302;362;354.0;85.5;2;[];[];0.0;0.0;0;;;966.1699973175691;;;
18;18;of;310;342;328;358;350.0;4.0;2;[];[];0.0;0.0;0;;;942.2108188384698;;;
19;19;people;335;342;398;362;352.0;2.0;2;[np.float64(2800.0)];[np.float64(0.0)];200.0;200.0;1;2.7127;2.383;873.9469531665258;2.55;200.0;200.0
20;20;is;406;342;420;358;350.0;2.0;2;[];[];0.0;0.0;0;;;854.1351902074191;;;
21;21;sitting;429;342;484;362;352.0;2.0;2;[np.float64(2801.0)];[np.float64(0.9098289489745071)];167.0;167.0;1;2.6938;2.462;792.0929851579494;2.58;167.0;167.0
22;22;in;493;342;507;358;350.0;2.0;2;[];[];0.0;0.0;0;;;771.6892008072592;;;
23;23;a;515;346;526;358;352.0;2.0;2;[];[];0.0;0.0;0;;;753.819958231493;;;
24;24;circle,;534;342;589;360;351.0;1.0;2;[np.float64(2802.0)];[np.float64(0.0)];200.0;200.0;1;2.7935;2.549;694.2552663542782;2.67;200.0;200.0
25;25;focusing;597;342;678;362;352.0;1.0;2;[np.float64(2803.0)];[np.float64(0.0)];200.0;200.0;1;2.8902;2.6577;611.6383590082329;2.77;200.0;200.0
26;26;on;686;346;708;358;352.0;0.0;2;[];[];0.0;0.0;0;;;586.2656077648847;;;
27;27;the;716;342;745;358;350.0;2.0;2;[np.float64(2804.0)];[np.float64(0.8101669387382913)];366.0;366.0;1;2.9137;2.6607;553.3197060602417;2.79;366.0;366.0
28;28;chant,;753;342;810;361;351.5;1.5;2;[];[];0.0;0.0;0;;;495.2673275923746;;;
29;29;which;819;342;874;358;350.0;1.5;2;[np.float64(2805.0)];[np.float64(4.6050524658912115)];200.0;200.0;1;2.8469;2.6068;443.48362697585486;2.73;200.0;200.0
30;30;is;882;342;896;358;350.0;0.0;2;[np.float64(2806.0)];[np.float64(12.2259383797645)];75.0;75.0;1;2.863;2.6029;425.82610546413883;2.73;75.0;75.0
31;31;a;909;346;914;358;352.0;2.0;2;[];[];0.0;0.0;0;;;411.6902957027709;;;
32;32;deep;923;342;969;362;352.0;0.0;2;[];[];0.0;0.0;0;;;367.79309376477255;;;
33;33;mantra;978;343;1042;358;350.5;1.5;2;[np.float64(2807.0)];[np.float64(7.604252517223358)];125.0;125.0;1;2.7951;2.6055;322.4727128803265;2.7;125.0;125.0
34;34;that;1050;342;1086;358;350.0;0.5;2;[];[];0.0;0.0;0;;;298.39728542765073;;;
35;35;helps;1094;342;1144;362;352.0;2.0;2;[np.float64(2808.0)];[np.float64(3.6805105805396465)];134.0;134.0;1;2.8606;2.6433;270.5469240433752;2.75;134.0;134.0
