text;attention
The;0.016904296
bedroom;0.017001238
in;0.016927345
the;0.016976397
image;0.016918419
has;0.016907971
a;0.016954746
clean;0.016923057
and;0.016908046
minimalist;0.016970735
appearance,;0.017000655
featuring;0.016943475
a;0.016926445
large;0.016919281
bed;0.01691018
with;0.016910449
white;0.016946327
sheets;0.016902264
and;0.016906368
pillows,;0.016963126
which;0.01689928
gives;0.016905343
it;0.016905949
a;0.016902523
fresh;0.016908452
and;0.01691034
inviting;0.016956033
look.;0.016937409
The;0.016940435
room;0.016950103
is;0.016913388
well-lit,;0.01705697
with;0.016987043
a;0.016908871
light;0.016902225
on,;0.016961753
creating;0.016928922
a;0.016914971
cozy;0.016928265
atmosphere.;0.016933477
The;0.016937036
overall;0.016945595
atmosphere;0.016905721
of;0.016919397
the;0.017011488
bedroom;0.016932366
is;0.016924942
calm;0.016950192
and;0.016936328
relaxing,;0.017099844
making;0.016938716
it;0.016936626
an;0.016939139
ideal;0.016932454
space;0.016921386
for;0.016940696
rest;0.017002232
and;0.016946245
rejuvenation.;0.01750709
