;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;467;770;516;786;778.0;;1;[];[];0.0;0.0;0;;;124.42107772827137;;;
1;1;is;525;770;538;786;778.0;0.0;1;[];[];0.0;0.0;0;;;102.42107772827137;;;
2;2;the;545;770;574;786;778.0;0.0;1;[];[];0.0;0.0;0;;;66.42107772827137;;;
3;3;title;582;770;615;786;778.0;0.0;1;[np.float64(2251.0)];[np.float64(0.0)];267.0;267.0;1;2.721;2.8421;25.42107772827137;2.78;267.0;267.0
4;4;and;623;770;657;786;778.0;0.0;1;[np.float64(2253.0)];[np.float64(0.0)];100.0;100.0;1;2.7499;2.8472;0.0;2.8;100.0;100.0
5;5;topic;665;770;710;790;780.0;2.0;1;[np.float64(2247.0), np.float64(2252.0)];[np.float64(2.7531003085050543), np.float64(0.0)];384.0;184.0;2;2.7726;2.8359;24.57892227172863;2.8;192.0;184.0
6;6;of;718;770;735;786;778.0;2.0;1;[];[];0.0;0.0;0;;;77.57892227172863;;;
7;7;the;742;770;771;786;778.0;0.0;1;[np.float64(2248.0)];[np.float64(0.0)];184.0;184.0;1;2.8064;2.7865;101.57892227172863;2.8;184.0;184.0
8;8;book;780;770;824;786;778.0;0.0;1;[np.float64(2249.0)];[np.float64(0.0)];200.0;200.0;1;2.8012;2.7951;139.57892227172863;2.8;200.0;200.0
9;9;mentioned;833;770;930;786;778.0;0.0;1;[np.float64(2250.0)];[np.float64(0.0)];91.0;91.0;1;2.7719;2.7511;192.57892227172863;2.76;91.0;658.0
10;10;in;940;770;954;786;778.0;0.0;1;[];[];0.0;0.0;0;;;299.57892227172863;;;
11;11;the;962;770;991;786;778.0;0.0;1;[];[];0.0;0.0;0;;;321.57892227172863;;;
12;12;image?;1000;770;1067;790;780.0;2.0;1;[];[];0.0;0.0;0;;;359.57892227172863;;;
