;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;473;770;522;786;778.0;;1;[np.float64(4816.0)];[np.float64(0.0)];233.0;233.0;1;2.3384;2.3373;505.41054905487294;2.34;233.0;233.0
1;1;is;531;770;544;786;778.0;0.0;1;[];[];0.0;0.0;0;;;483.41589996262104;;;
2;2;the;552;770;580;786;778.0;0.0;1;[];[];0.0;0.0;0;;;447.4257909049771;;;
3;3;full;588;770;615;786;778.0;0.0;1;[np.float64(4817.0)];[np.float64(5.10470324754715)];267.0;267.0;1;2.3359;2.3182;412.4370622783811;2.33;267.0;267.0
4;4;name;624;774;675;786;780.0;2.0;1;[];[];0.0;0.0;0;;;352.60797377729085;;;
5;5;of;683;770;701;786;778.0;2.0;1;[];[];0.0;0.0;0;;;326.4750207763512;;;
6;6;the;708;770;736;786;778.0;0.0;1;[np.float64(4818.0), np.float64(4819.0)];[np.float64(0.0), np.float64(0.0)];149.0;83.0;2;2.3213;2.4699;291.49688019736317;2.4;74.5;149.0
7;7;institute;745;770;818;786;778.0;0.0;1;[np.float64(4820.0), np.float64(4854.0)];[np.float64(9.562317371368408), np.float64(20.40610904693608)];267.0;100.0;2;2.4547;2.4925;209.57667758915267;2.47;133.5;100.0
8;8;mentioned;827;770;925;786;778.0;0.0;1;[np.float64(4821.0)];[np.float64(16.407584483806886)];217.0;217.0;1;2.275;2.4321;102.87219169304942;2.35;217.0;217.0
9;9;in;934;770;948;786;778.0;0.0;1;[np.float64(4855.0)];[np.float64(8.835661888122559)];200.0;200.0;1;2.6078;2.576;80.03881009142161;2.59;200.0;200.0
10;10;the;956;770;985;786;778.0;0.0;1;[];[];0.0;0.0;0;;;43.67529287275117;;;
11;11;image?;994;770;1062;790;780.0;2.0;1;[np.float64(4822.0), np.float64(4823.0), np.float64(4856.0)];[np.float64(7.297092957930204), np.float64(5.6274566650390625), np.float64(10.901180839538597)];368.0;184.0;3;2.4402;2.5001;10.901180839538597;2.47;122.6667;735.0
