;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;My;267;261;293;280;270.5;;1;[];[];0.0;0.0;0;;;564.1092833326937;;;
1;1;goal;301;261;340;280;270.5;0.0;1;[np.float64(368.0)];[np.float64(0.0)];250.0;250.0;1;2.9873;3.035;527.0385680231622;3.01;250.0;250.0
2;2;is;349;261;362;276;268.5;2.0;1;[];[];0.0;0.0;0;;;512.8843258080158;;;
3;3;not;371;261;400;276;268.5;0.0;1;[];[];0.0;0.0;0;;;485.02409671190026;;;
4;4;to;407;261;425;276;268.5;0.0;1;[np.float64(369.0), np.float64(418.0)];[np.float64(0.0), np.float64(21.37194054467335)];534.0;184.0;2;2.9141;2.9639;467.4747191350987;2.94;267.0;184.0
5;5;be;433;261;455;276;268.5;0.0;1;[np.float64(415.0)];[np.float64(26.641970259802633)];226.0;226.0;1;2.9199;2.9544;447.35187425284477;2.94;226.0;226.0
6;6;better;463;261;518;276;268.5;0.0;1;[np.float64(370.0)];[np.float64(0.0)];233.0;233.0;1;2.8772;2.9086;409.05254035200613;2.89;233.0;233.0
7;7;than;525;261;566;276;268.5;0.0;1;[];[];0.0;0.0;0;;;384.2677698633849;;;
8;8;anyone;574;265;644;280;272.5;4.0;1;[np.float64(371.0)];[np.float64(0.0)];217.0;217.0;1;2.8919;2.9013;350.4882223943059;2.9;217.0;217.0
9;9;else,;651;261;695;279;270.0;2.5;1;[];[];0.0;0.0;0;;;340.03967155238684;;;
10;10;but;705;261;733;276;268.5;1.5;1;[np.float64(372.0)];[np.float64(4.777820527674558)];150.0;150.0;1;2.9245;2.9044;339.3500155678996;2.91;150.0;150.0
11;11;rather;742;261;797;276;268.5;0.0;1;[np.float64(373.0)];[np.float64(4.409553311087905)];184.0;184.0;1;2.9244;2.9075;339.06868413778454;2.92;184.0;184.0
12;12;to;804;261;821;276;268.5;0.0;1;[];[];0.0;0.0;0;;;343.85704995155845;;;
13;13;use;830;265;863;276;270.5;2.0;1;[np.float64(374.0), np.float64(378.0)];[np.float64(0.3741946220397949), np.float64(0.0)];467.0;200.0;2;2.9322;2.9143;349.12358698060353;2.92;233.5;200.0
14;14;my;871;265;898;280;272.5;2.0;1;[np.float64(377.0)];[np.float64(0.0)];166.0;166.0;1;2.9378;2.9151;357.3414066148254;2.93;166.0;433.0
15;15;own;906;265;944;276;270.5;2.0;1;[np.float64(379.0)];[np.float64(0.9252886431557954)];234.0;234.0;1;2.9864;2.9816;374.576246509982;2.98;234.0;234.0
