;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Why;500;770;541;790;780.0;;1;[];[];0.0;0.0;0;;;452.7306758335659;;;
1;1;is;549;770;562;786;778.0;2.0;1;[np.float64(442.0)];[np.float64(0.0)];267.0;267.0;1;3.7185;3.7573;431.7306758335659;3.74;267.0;267.0
2;2;the;570;770;599;786;778.0;0.0;1;[np.float64(439.0), np.float64(441.0)];[np.float64(1.17293119430542), np.float64(0.0)];400.0;300.0;2;3.6251;3.6721;394.7306758335659;3.65;200.0;300.0
3;3;quote;607;771;660;790;780.5;2.5;1;[np.float64(443.0)];[np.float64(0.0)];283.0;283.0;1;3.6859;3.761;333.7306758335659;3.72;283.0;283.0
4;4;"""Little";668;770;720;786;778.0;2.5;1;[np.float64(440.0)];[np.float64(0.0)];116.0;116.0;1;3.6912;3.7595;273.7306758335659;3.73;116.0;766.0
5;5;things;728;770;785;790;780.0;2.0;1;[np.float64(444.0)];[np.float64(0.0)];167.0;167.0;1;3.6876;3.7582;208.7306758335659;3.72;167.0;167.0
6;6;can;793;774;825;786;780.0;0.0;1;[np.float64(445.0)];[np.float64(0.0)];100.0;100.0;1;3.6585;3.73;168.7306758335659;3.69;100.0;100.0
7;7;grow;834;774;879;790;782.0;2.0;1;[];[];0.0;0.0;0;;;114.7306758335659;;;
8;8;"big""";887;770;921;790;780.0;2.0;1;[np.float64(446.0)];[np.float64(0.0)];200.0;200.0;1;3.6453;3.7054;72.7306758335659;3.68;200.0;200.0
9;9;significant?;930;770;1035;790;780.0;0.0;1;[np.float64(447.0)];[np.float64(0.0)];241.0;241.0;1;3.6734;3.7357;0.0;3.7;241.0;241.0
