text;attention
The;0.027399348
image;0.029802866
shows;0.031551074
a;0.022793984
street;0.020508932
scene;0.02256156
with;0.02868098
traffic;0.016556315
signs;0.016849803
in;0.018944599
the;0.020395856
foreground,;0.038871057
but;0.028729036
there;0.01835636
is;0.020162016
no;0.031334173
visible;0.019231876
purple;0.018039683
umbrella;0.021860229
near;0.030502733
any;0.020825647
green;0.016969515
leaves.;0.055854335
It;0.028712308
might;0.026275935
not;0.017525721
be;0.01843773
included;0.021119716
in;0.02175012
the;0.01685001
frame;0.017871259
of;0.018514622
this;0.024527904
picture;0.026363565
or;0.028290464
it;0.022093374
might;0.021692423
be;0.017746221
obscured;0.022619022
from;0.021027237
view.;0.051800415
