text;attention
The;0.012737546
image;0.012395121
is;0.012429836
a;0.011098199
compilation;0.013194431
of;0.011661149
four;0.011772893
photos,;0.018800909
each;0.012490812
depicting;0.013414242
a;0.010448147
man;0.012604335
performing;0.013321919
a;0.010201061
trick;0.013741934
on;0.0114980675
a;0.010682808
skateboard.;0.027838014
The;0.012857517
man;0.011774015
is;0.010920346
wearing;0.012866634
a;0.010890788
black;0.010974384
shirt;0.011276499
and;0.010607502
jeans;0.010971703
throughout;0.016033757
the;0.011498898
sequence.;0.021593291
In;0.011222417
the;0.010465884
first;0.011751098
photo,;0.015851138
the;0.012143759
man;0.011756524
is;0.011443658
at;0.011868969
the;0.010889772
top;0.011023609
of;0.0106682
a;0.011043963
ramp,;0.016734766
preparing;0.011351082
to;0.01122484
drop;0.011278608
in;0.011342901
and;0.011229672
ride;0.012304272
his;0.010400017
skateboard;0.01096245
down;0.010723732
the;0.010463711
ramp.;0.015713798
The;0.012143827
following;0.012055827
three;0.010808501
photos;0.010890434
show;0.011902871
him;0.011664762
in;0.010435836
mid-air,;0.018967533
executing;0.011892207
a;0.010465559
trick;0.0108591905
that;0.010424031
involves;0.010826507
jumping;0.010914245
over;0.010595879
a;0.010071858
ledge.;0.014426963
The;0.010952423
sequence;0.0108600985
captures;0.011654917
the;0.010824042
motion;0.011209316
and;0.01035684
excitement;0.011068418
of;0.010574838
the;0.01057356
skateboarder's;0.014178622
performance.;0.011945149
