text;attention
There;0.008395845
are;0.008048863
no;0.012105555
birds;0.007886981
or;0.0069659865
clouds;0.0060445317
visible;0.0090626385
in;0.007479488
the;0.011312978
photo;0.009528265
you;0.011858344
provided.;0.041244976
The;0.008655535
image;0.008112703
shows;0.0106114475
a;0.009550754
toy;0.009777507
figure;0.0070276367
of;0.007039714
a;0.006474511
surfer;0.0071653347
on;0.0058688545
a;0.0054150354
surfboard;0.007197244
against;0.008409799
a;0.0066710017
clear;0.0063064788
blue;0.0059703677
sky.;0.025482964
If;0.012675474
you're;0.29537013
looking;0.0077908323
for;0.007955319
a;0.0075176316
photo;0.007548552
with;0.01184077
birds;0.007195819
and;0.006887096
clouds,;0.012337186
you;0.008549175
may;0.010430113
want;0.008098393
to;0.0068933596
try;0.011423083
a;0.0072788256
different;0.012132379
image;0.008236159
or;0.013484758
specify;0.01147219
another;0.010259967
scene;0.008049652
you'd;0.1809319
like;0.007751854
to;0.005623836
see.;0.026594201
