text;attention
The;0.008657877
man;0.008735278
in;0.008765756
the;0.008729822
image;0.008668518
is;0.008652058
snowboarding;0.008964137
down;0.008777137
a;0.008666742
snow-covered;0.008753715
slope,;0.008667113
holding;0.008709524
a;0.008653846
large;0.00868139
red;0.008659594
axe;0.008738283
or;0.008767559
a;0.0086627
long;0.008709118
stick.;0.008696846
He;0.008696951
is;0.008663434
wearing;0.00867118
a;0.008700064
plaid;0.008661715
shirt;0.008740913
and;0.008666507
appears;0.00864612
to;0.008637498
be;0.008657431
enjoying;0.008655921
his;0.0087658465
time;0.008673408
on;0.008669502
the;0.00865511
snowy;0.008675285
hill.;0.008703132
It;0.0086578345
is;0.008658029
not;0.008674794
common;0.008649219
for;0.008669612
snowboarders;0.008862164
to;0.008726293
carry;0.008659916
a;0.008656093
large;0.0087056635
axe;0.008740779
or;0.0087099485
stick;0.008667505
while;0.008645075
snowboarding,;0.009008151
so;0.008662872
this;0.008660694
unusual;0.008658741
combination;0.008662442
of;0.008696184
snowboarding;0.0088350875
and;0.008659071
carrying;0.008673311
a;0.00866481
large;0.008684808
tool;0.008657768
might;0.008668271
be;0.008696526
a;0.008715847
unique;0.008659559
aspect;0.008662393
of;0.008673807
this;0.00866438
particular;0.008650847
scene.;0.008694327
It;0.008705547
could;0.008670316
be;0.00866762
that;0.008661231
the;0.008643697
man;0.008656759
is;0.008664136
participating;0.008701521
in;0.008733762
some;0.0086725075
kind;0.008646806
of;0.008674255
special;0.008675715
event;0.008650759
or;0.008680911
demonstration,;0.008869428
or;0.008648604
perhaps;0.008651939
he;0.0086598005
is;0.008647456
using;0.0086621875
the;0.008654564
large;0.008660147
red;0.008671088
axe;0.008832874
for;0.008669069
a;0.0086502945
specific;0.008673568
purpose,;0.00872469
such;0.008684677
as;0.0086736735
clearing;0.008700435
snow;0.008797561
or;0.008675252
providing;0.008742018
some;0.008683324
kind;0.008691924
of;0.008688568
assistance;0.008663151
during;0.008653301
his;0.008708762
snowboarding;0.008843659
adventure.;0.008862502
