text;attention
The;0.024179535
image;0.021214439
shows;0.036007937
a;0.02118258
book;0.03133186
called;0.033197194
"""Witch";0.03916991
"School""";0.03485836
with;0.02631676
an;0.018237954
old;0.019442089
witch's;0.026576437
hat;0.019266374
on;0.018440245
it.;0.03495694
It;0.018862672
has;0.0195585
been;0.018262615
written;0.020815624
by;0.021181252
a;0.0178299
person;0.019109447
named;0.019514378
"""J.""";0.033147782
and;0.021343425
appears;0.019669311
to;0.019233566
be;0.017607035
published;0.019743307
by;0.019341566
a;0.017672982
company;0.019259308
known;0.018949306
as;0.019206261
"""The";0.020877775
Witches';0.019533442
Hat;0.016847476
"Company,""";0.020014137
which;0.01776765
may;0.018069837
have;0.017026566
multiple;0.017567897
titles;0.017647702
under;0.01699179
that;0.01636757
name.;0.0166012
