text;attention
The;0.013079728
man;0.013102564
is;0.01308919
performing;0.013079012
a;0.013068783
skateboarding;0.0131503735
trick;0.0130792735
known;0.013064106
as;0.013102849
an;0.013071389
"""ollie.""";0.013175109
This;0.013078181
is;0.013104043
a;0.013067704
fundamental;0.013054392
skateboarding;0.013110555
trick;0.01305969
where;0.013055131
the;0.013064424
rider;0.013085038
and;0.013068715
board;0.013078601
leap;0.013126185
into;0.013071013
the;0.01309507
air;0.013065558
without;0.013056875
the;0.01306592
use;0.013065929
of;0.013053849
the;0.013065678
rider's;0.013172399
hands.;0.013708427
The;0.01307367
trick;0.018087983
is;0.013074765
executed;0.013065132
by;0.013067348
snapping;0.013084867
the;0.013072141
tail;0.013076451
of;0.013060389
the;0.013094174
skateboard;0.013086951
down;0.013056926
while;0.013067034
jumping,;0.013117276
which;0.013074204
causes;0.013071702
the;0.013067043
board;0.013061534
to;0.013058173
pop;0.01306261
into;0.013063158
the;0.013086165
air.;0.013070373
It;0.01306012
appears;0.013103982
that;0.013063094
he;0.013090677
is;0.013076672
doing;0.013073826
this;0.0130672585
on;0.013066788
a;0.013083383
city;0.013082271
street;0.013076939
with;0.013112536
buildings;0.013121569
and;0.0130817555
clear;0.013113906
blue;0.013119789
skies;0.013183915
in;0.013116848
the;0.013079173
background.;0.013089577
