;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;Describe;391;770;472;786;778.0;;1;[np.float64(4524.0), np.float64(4525.0), np.float64(4526.0), np.float64(4529.0), np.float64(4530.0), np.float64(4531.0), np.float64(4561.0)];[np.float64(9.920968284606943), np.float64(13.941312040601474), np.float64(15.780717849731445), np.float64(7.1340822219848405), np.float64(1.41361403465271), np.float64(4.37442224675965), np.float64(1.5088047547773158)];1533.0;417.0;7;2.3568;2.1025;628.53953114972;2.23;219.0;1350.0
1;1;the;480;770;509;786;778.0;0.0;1;[np.float64(4532.0), np.float64(4533.0), np.float64(4562.0)];[np.float64(7.504303455352783), np.float64(9.480088110893007), np.float64(10.524457931518555)];916.0;200.0;3;2.3053;2.017;591.5591581296253;2.16;305.3333;716.0
2;2;overall;518;770;579;786;778.0;0.0;1;[np.float64(4534.0), np.float64(4563.0)];[np.float64(7.568373093238279), np.float64(11.09431533813472)];467.0;217.0;2;2.2959;2.0115;521.6039054430827;2.15;233.5;217.0
3;3;appearance;587;774;699;790;782.0;4.0;1;[np.float64(4535.0), np.float64(4536.0), np.float64(4537.0), np.float64(4538.0), np.float64(4539.0), np.float64(4541.0), np.float64(4542.0), np.float64(4543.0), np.float64(4566.0), np.float64(4567.0)];[np.float64(16.942092132568405), np.float64(10.34544891357416), np.float64(16.759132862091064), np.float64(11.279763053445208), np.float64(18.444056771018268), np.float64(15.727875300816095), np.float64(17.438496708869934), np.float64(16.216936111450195), np.float64(0.0), np.float64(3.6653995513916016)];2350.0;250.0;10;2.2406;1.9585;401.93447931542244;2.1;235.0;1433.0
4;4;and;707;770;741;786;778.0;4.0;1;[np.float64(4540.0), np.float64(4544.0), np.float64(4568.0)];[np.float64(21.020809922899502), np.float64(28.629094660282135), np.float64(10.805919867295529)];718.0;234.0;3;2.1873;1.9918;359.77422766403066;2.09;239.3333;1101.0
5;5;atmosphere;750;770;861;790;780.0;2.0;1;[np.float64(4545.0), np.float64(4546.0), np.float64(4569.0), np.float64(4570.0)];[np.float64(21.578153903667726), np.float64(25.428831100463867), np.float64(11.740260669163263), np.float64(11.47525860713074)];817.0;216.0;4;2.1709;2.022;240.04857351202068;2.1;204.25;366.0
6;6;of;870;770;887;786;778.0;2.0;1;[np.float64(4547.0)];[np.float64(40.94458770751953)];166.0;166.0;1;2.1223;1.8953;214.14849810782164;2.01;166.0;166.0
7;7;the;894;770;923;786;778.0;0.0;1;[np.float64(4571.0)];[np.float64(7.273148536682129)];92.0;92.0;1;2.2881;2.129;178.33487058903415;2.21;92.0;92.0
8;8;bedroom;932;770;1014;786;778.0;0.0;1;[np.float64(4548.0), np.float64(4549.0), np.float64(4550.0), np.float64(4572.0)];[np.float64(32.61838221549988), np.float64(21.047217941284202), np.float64(28.94943387167791), np.float64(9.24167537689209)];515.0;133.0;4;2.2124;2.0352;88.48300207602851;2.12;128.75;449.0
9;9;in;1023;770;1037;786;778.0;0.0;1;[];[];0.0;0.0;0;;;66.27109237230435;;;
10;10;the;1045;770;1074;786;778.0;0.0;1;[np.float64(4552.0), np.float64(4573.0)];[np.float64(27.19051456451416), np.float64(16.348734106336337)];383.0;150.0;2;2.2764;2.0207;32.89609449979724;2.15;191.5;2159.0
11;11;image.;1083;770;1144;790;780.0;2.0;1;[np.float64(4551.0), np.float64(4574.0)];[np.float64(33.25628662109375), np.float64(19.858591897146994)];350.0;234.0;2;2.271;1.9775;19.858591897146994;2.12;175.0;2509.0
