text;attention
The;0.049284518
image;0.019295767
shows;0.02040022
a;0.033771034
street;0.019313268
scene;0.018780058
with;0.04488928
traffic;0.018182456
signs;0.017727295
in;0.0373021
the;0.037304558
foreground,;0.12442345
but;0.025750225
there;0.017711023
is;0.027298981
no;0.017647972
visible;0.016566066
purple;0.016875757
umbrella;0.016853197
near;0.017171226
any;0.015770473
green;0.015657973
leaves.;0.048476513
It;0.018649176
might;0.017943557
not;0.016816022
be;0.019674893
included;0.017231306
in;0.023436949
the;0.02429706
frame;0.015932666
of;0.021485848
this;0.018988283
picture;0.015018888
or;0.020130966
it;0.016404489
might;0.015570964
be;0.015870942
obscured;0.015033967
from;0.015982237
view.;0.0150783565
