;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;420;770;469;786;778.0;;1;[np.float64(2437.0), np.float64(2448.0)];[np.float64(7.070258215495414), np.float64(0.0)];334.0;84.0;2;2.7869;2.6625;587.4272769811062;2.72;167.0;84.0
1;1;could;477;770;526;786;778.0;0.0;1;[np.float64(2447.0), np.float64(2449.0)];[np.float64(18.01445562498907), np.float64(0.0)];233.0;100.0;2;2.6723;2.5722;530.4702036779534;2.62;116.5;483.0
2;2;be;535;770;556;786;778.0;0.0;1;[np.float64(2438.0)];[np.float64(5.876402548381179)];150.0;150.0;1;2.8026;2.6891;500.496722493048;2.75;150.0;150.0
3;3;a;565;774;575;786;780.0;2.0;1;[];[];0.0;0.0;0;;;481.7117354563661;;;
4;4;reason;584;774;646;786;780.0;0.0;1;[np.float64(2439.0), np.float64(2450.0)];[np.float64(6.181531885691925), np.float64(11.029592493602081)];333.0;166.0;2;2.661;2.6115;410.82995148270436;2.64;166.5;166.0
5;5;the;655;770;684;786;778.0;2.0;1;[];[];0.0;0.0;0;;;372.65782352430546;;;
6;6;people;693;770;755;790;780.0;2.0;1;[np.float64(2440.0), np.float64(2451.0)];[np.float64(6.8164791856492), np.float64(4.273960701581742)];384.0;167.0;2;2.6637;2.6353;301.80607414823436;2.65;192.0;167.0
7;7;in;764;770;778;786;778.0;2.0;1;[];[];0.0;0.0;0;;;278.8702705091038;;;
8;8;the;786;770;815;786;778.0;0.0;1;[np.float64(2452.0)];[np.float64(13.654662493296996)];166.0;166.0;1;2.5801;2.5495;241.99911335597284;2.56;166.0;166.0
9;9;image;824;770;880;790;780.0;2.0;1;[np.float64(2441.0), np.float64(2453.0), np.float64(2455.0)];[np.float64(14.164685896464675), np.float64(20.34515865189678), np.float64(16.506393739155328)];549.0;150.0;3;2.6214;2.5714;177.35545488296495;2.6;183.0;150.0
10;10;are;888;774;917;786;780.0;0.0;1;[];[];0.0;0.0;0;;;141.37603604761514;;;
11;11;playing;926;770;991;790;780.0;0.0;1;[np.float64(2442.0), np.float64(2443.0), np.float64(2454.0), np.float64(2456.0)];[np.float64(13.575871475734907), np.float64(17.44062755448465), np.float64(24.59795799812707), np.float64(18.439844397136085)];783.0;100.0;4;2.6955;2.5902;68.54040159287243;2.64;195.75;350.0
12;12;Wii;1000;770;1027;786;778.0;2.0;1;[];[];0.0;0.0;0;;;36.218577193157515;;;
13;13;at;1036;771;1053;786;778.5;0.5;1;[];[];0.0;0.0;0;;;22.86177407152605;;;
14;14;work?;1060;770;1115;786;778.0;0.5;1;[np.float64(2444.0), np.float64(2445.0), np.float64(2457.0)];[np.float64(15.52168853623516), np.float64(15.034371729735426), np.float64(22.0215983449389)];516.0;167.0;3;2.6907;2.6152;22.0215983449389;2.65;172.0;2381.0
