Unnamed: 0,trial,discarted,calibrate,mean_distance,mean_distance_cal,mean_distance_10,mean_distance_cal_10,mean_distance_nr,fix_removed,best
0,3.1,False,True,20.18,6.66,,,,0,True
1,3.2,False,True,25.21,5.86,,,,0,False
2,26.1,False,True,30.71,7.99,,,,0,True
3,26.2,False,True,28.32,3.8,,,,0,False
4,29.1,False,True,14.71,13.86,,,,0,True
5,29.2,False,False,19.54,944.15,,,,0,False
6,7.2,False,True,31.47,26.37,,,,0,False
7,7.1,True,False,,,,,,0,True
8,19.1,False,False,18.68,22.52,,,,0,True
9,19.2,False,False,31.48,94.23,,,17.0,1,False
10,1.1,False,True,14.51,4.3,,,,0,True
11,1.2,False,True,23.52,6.15,,,,0,False
12,23.1,False,True,23.89,9.6,,,,0,True
13,23.2,False,True,19.92,8.17,,,,0,False
14,30.1,False,True,25.91,2.54,,,,0,True
15,30.2,False,False,18.91,26.8,,,,0,False
16,13.1,False,False,22.25,34.59,,,,0,False
17,13.2,False,False,17.84,26.78,,,,0,True
18,8.1,False,True,20.96,4.82,,,,0,True
19,8.2,False,True,21.75,1.61,,,,0,False
20,25.2,False,True,18.53,12.01,,,,0,False
21,25.1,False,True,18.45,3.55,,,,0,True
22,2.2,False,True,21.83,8.24,,,,0,False
23,2.1,True,False,,,,,,0,True
24,18.2,True,False,265.12,239.91,168.78,143.84,,0,False
25,18.1,False,True,20.34,0.21,,,,0,True
26,4.2,False,True,22.13,19.62,,,15.88,3,False
27,4.1,False,True,21.62,4.17,,,,0,True
28,20.2,False,False,22.58,98.17,,,14.78,2,True
29,20.1,False,True,26.65,9.89,,,,0,False
30,15.1,False,True,23.83,4.61,,,,0,True
31,15.2,False,True,19.48,6.13,,,,0,False
32,10.1,False,False,19.23,25.36,,,,0,False
33,10.2,False,False,24.11,24.51,,,,0,True
34,14.1,False,True,24.75,3.52,,,,0,False
35,14.2,False,True,22.68,5.69,,,,0,True
36,17.2,False,True,24.42,12.72,,,,0,False
37,17.1,False,True,11.16,5.6,,,,0,True
38,9.1,False,False,20.09,50.19,,,,0,True
39,9.2,False,False,24.23,79.13,,,,0,False
40,12.1,False,False,36.53,41.66,,,16.09,2,False
41,12.2,False,True,17.98,2.4,,,,0,True
42,16.2,False,True,12.42,5.1,,,,0,True
43,16.1,False,True,25.32,17.51,,,,0,False
44,27.2,False,False,22.32,33.27,,,,0,False
45,27.1,False,True,14.28,9.88,,,,0,True
46,21.1,False,False,18.03,36.62,,,,0,True
47,21.2,False,False,23.69,31.52,,,,0,False
48,22.2,False,True,23.28,17.47,,,,0,True
49,22.1,False,True,20.48,3.98,,,,0,False
50,11.2,False,True,14.34,8.05,,,,0,True
51,11.1,False,False,9.4,15.52,,,,0,False
52,5.1,False,True,20.4,4.38,,,,0,False
53,5.2,False,True,13.84,2.95,,,,0,True
54,28.1,False,True,17.09,10.68,,,,0,False
55,28.2,False,False,7.37,17.52,,,,0,True
56,6.1,False,False,13.91,31.78,,,,0,False
57,6.2,False,True,13.02,7.61,,,,0,True
58,24.1,False,True,17.4,15.29,,,,0,False
59,24.2,False,False,17.35,19.51,,,,0,True
60,3.0,False,False,5.96,,,,,0,False
61,26.0,False,True,25.27,0.41,,,,0,False
62,29.0,False,True,14.3,11.64,,,,0,False
63,7.0,False,False,12.64,1181.97,,,,0,False
64,19.0,False,True,15.54,5.6,,,,0,False
65,1.0,False,True,13.59,13.3,,,,0,False
66,23.0,False,True,12.93,9.39,,,,0,False
67,30.0,False,True,16.36,8.64,,,,0,False
68,13.0,False,False,5.27,37.97,,,,0,False
69,8.0,False,False,7.52,29.39,,,,0,False
70,25.0,False,False,5.53,6.34,,,,0,False
71,2.0,False,True,13.52,6.41,,,,0,False
72,18.0,False,True,13.16,4.41,,,,0,False
73,4.0,False,False,7.75,8.94,,,,0,False
74,20.0,False,True,19.95,1.32,,,,0,False
75,15.0,False,True,16.32,1.62,,,,0,False
76,10.0,False,False,4.79,13.06,,,,0,False
77,14.0,False,False,11.02,67.73,,,,0,False
78,17.0,False,True,10.7,0.0,,,,0,False
79,9.0,False,True,8.21,6.71,,,,0,False
80,12.0,False,False,7.0,187.85,,,,0,False
81,16.0,False,True,11.5,0.31,,,,0,False
82,27.0,False,True,4.7,3.09,,,,0,False
83,21.0,False,True,12.0,8.67,,,,0,False
84,22.0,False,False,3.98,113.4,,,,0,False
85,11.0,False,True,17.47,0.19,,,,0,False
86,5.0,False,False,7.59,16.91,,,,0,False
87,28.0,False,True,12.54,0.0,,,,0,False
88,6.0,False,False,5.8,17.34,,,,0,False
89,24.0,False,True,7.86,2.89,,,,0,False
