text;attention
The;3.2634614e-07
image;3.6490246e-07
shows;3.7216589e-07
two;3.5757682e-07
people;3.5578182e-07
holding;3.6852984e-07
hands,;5.68829e-07
one;3.3692808e-07
person's;6.058411e-07
hand;3.6589458e-07
on;4.104352e-07
top;5.2266483e-07
of;3.8732176e-07
another.;0.026926646
They;3.3301484e-07
are;3.1874347e-07
smiling;3.3550128e-07
and;3.4967584e-07
seem;3.1930057e-07
to;3.168176e-07
be;3.5741456e-07
at;3.4539903e-07
peace;3.340881e-07
with;3.261828e-07
each;3.0321087e-07
other.;0.92296976
This;3.2263335e-07
is;3.1656808e-07
a;3.0328087e-07
beautiful;3.1589136e-07
moment;3.1778285e-07
that;3.1877875e-07
depicts;3.5532847e-07
love;3.3674917e-07
between;3.4462025e-07
two;3.8099958e-07
individuals;3.3837554e-07
who;3.4754015e-07
have;3.146208e-07
been;3.347668e-07
together;3.360379e-07
for;3.6262742e-07
some;3.2688038e-07
time;3.2248016e-07
or;3.761107e-07
even;3.3257908e-07
forever.;0.050087925
