text;attention
The;0.9999075
image;7.1836433e-07
is;9.1748603e-07
a;8.6488154e-07
collage;1.2922399e-06
of;8.3133204e-07
six;1.6096055e-06
different;8.529308e-07
shots;8.213318e-07
featuring;1.0407173e-06
a;8.221923e-07
skateboarder;1.8259783e-05
performing;8.348859e-07
various;7.889975e-07
tricks;9.141148e-07
on;8.0740153e-07
a;7.8206057e-07
skateboard.;6.214611e-06
The;1.0540318e-06
skateboarder;2.5954848e-06
is;7.218187e-07
captured;6.488087e-07
in;6.4749025e-07
different;9.877323e-07
positions;6.3094586e-07
and;7.086808e-07
stages;5.9458534e-07
of;6.0490447e-07
the;7.587809e-07
tricks,;9.998863e-07
showcasing;1.634222e-06
their;6.6557203e-07
skills;4.97605e-07
and;6.391417e-07
the;8.977843e-07
progression;1.0153766e-06
of;5.294185e-07
the;6.6243234e-07
stunts.;1.9127579e-06
In;6.548228e-07
each;8.6394994e-07
of;6.8814967e-07
the;5.921724e-07
six;7.333444e-07
shots,;6.585849e-07
the;6.087587e-07
skateboarder;1.1385612e-06
is;5.6093194e-07
wearing;5.874554e-07
a;5.884669e-07
black;6.1289467e-07
shirt,;7.7220284e-07
and;4.732403e-07
the;7.048786e-07
skateboard;6.987091e-07
is;5.668122e-07
visible;5.153938e-07
in;5.010283e-07
various;5.441417e-07
positions;4.602915e-07
throughout;4.8796744e-07
the;4.7388343e-07
collage.;8.3968973e-07
The;5.720406e-07
skateboarder;9.1139196e-07
is;4.848618e-07
captured;4.85964e-07
in;4.8205806e-07
different;5.298039e-07
stages;4.6504175e-07
of;4.6980608e-07
the;4.706357e-07
tricks,;5.2759043e-07
from;6.820648e-07
the;5.362352e-07
initial;5.486287e-07
approach;4.659874e-07
to;4.7193822e-07
the;5.31842e-07
peak;5.2720117e-07
of;4.2403713e-07
the;4.516414e-07
stunt;4.712389e-07
and;4.1789966e-07
the;4.3588082e-07
landing.;4.820943e-07
The;4.6135676e-07
collage;5.4706237e-07
captures;5.3077486e-07
the;4.6759305e-07
essence;4.4815962e-07
of;4.9813775e-07
the;6.2458196e-07
skateboarder's;1.1858926e-06
performance;4.1096308e-07
and;4.1426847e-07
the;4.2785592e-07
excitement;4.0037526e-07
of;4.0286216e-07
the;3.9876983e-07
sport.;4.15154e-07
