text;attention
The;0.026040014
quote;0.025343243
on;0.025327351
the;0.025225682
image,;0.025328124
"""Peace,";0.025625119
Poetry,;0.0254393
and;0.025227506
"Power,""";0.02533717
suggests;0.025278324
that;0.025293006
the;0.025265707
person;0.025314111
who;0.025274556
created;0.025263594
the;0.025243742
image;0.025289232
values;0.025305184
peace,;0.02551399
poetry,;0.025366819
and;0.025226127
power;0.025286943
in;0.02538298
their;0.025313195
life.;0.025405172
It;0.02538267
could;0.025310269
be;0.02533337
a;0.025252251
personal;0.025267363
mantra;0.025475478
or;0.025277939
a;0.02526352
statement;0.025254672
expressing;0.025366826
their;0.025259824
beliefs;0.025364932
and;0.025260506
aspirations.;0.037014227
