text;attention
The;0.03616632
main;0.0013215774
element;0.0011816754
of;0.0017680905
this;0.0013799429
image;0.0016668219
is;0.0023065186
a;0.006953973
man;0.0012741375
and;0.0032433718
a;0.0042049815
young;0.0011852628
boy;0.001210739
sitting;0.0013605137
at;0.0013475422
a;0.0021727444
table,;0.024631359
enjoying;0.0011606036
breakfast;0.0012828317
together.;0.44155607
They;0.0013669913
are;0.0017134396
both;0.0011672564
eating;0.0015809155
doughnuts;0.0036219954
with;0.0015285476
sprinkles;0.0032682875
on;0.0012737263
them;0.0010741336
while;0.0014234103
they;0.0013104695
enjoy;0.0012506823
their;0.0012145177
meal.;0.2504664
This;0.0013380008
scene;0.0028356663
suggests;0.0015021655
that;0.0014599488
they;0.0012340996
might;0.0012044762
be;0.0011926175
spending;0.0011767546
time;0.0011896593
as;0.00151587
family;0.0012313691
members;0.0011459249
or;0.0013310143
friends;0.0011530673
who;0.0011120144
share;0.0010844191
common;0.0012040312
interests;0.0014193411
such;0.0012258497
as;0.0016098925
food.;0.163198
