;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;497;770;546;786;778.0;;1;[];[];0.0;0.0;0;;;447.160164142661;;;
1;1;is;555;770;568;786;778.0;0.0;1;[];[];0.0;0.0;0;;;425.1604637976795;;;
2;2;the;576;770;604;786;778.0;0.0;1;[];[];0.0;0.0;0;;;389.161027222015;;;
3;3;name;613;774;664;786;780.0;2.0;1;[np.float64(5188.0)];[np.float64(0.0)];150.0;150.0;1;2.7919;2.8458;329.2141949808882;2.82;150.0;150.0
4;4;of;673;770;690;786;778.0;2.0;1;[];[];0.0;0.0;0;;;303.1629148221056;;;
5;5;the;697;770;726;786;778.0;0.0;1;[np.float64(5189.0)];[np.float64(0.0)];167.0;167.0;1;2.7984;2.8076;267.1640658009067;2.8;167.0;167.0
6;6;school;735;770;794;786;778.0;0.0;1;[np.float64(5190.0)];[np.float64(0.0)];166.0;166.0;1;2.8032;2.7282;199.16737510017708;2.77;166.0;166.0
7;7;mentioned;803;770;901;786;778.0;0.0;1;[np.float64(5191.0)];[np.float64(0.0)];216.0;216.0;1;2.8104;2.7237;92.18246821462496;2.77;216.0;216.0
8;8;in;910;770;924;786;778.0;0.0;1;[];[];0.0;0.0;0;;;69.19180789926548;;;
9;9;the;932;770;961;786;778.0;0.0;1;[];[];0.0;0.0;0;;;32.23480519356219;;;
10;10;image?;970;770;1038;790;780.0;2.0;1;[np.float64(5192.0)];[np.float64(2.275731086730957)];300.0;300.0;1;2.7769;2.7454;2.275731086730957;2.76;300.0;300.0
