Unnamed: 0,trial,discarted,calibrate,mean_distance,mean_distance_cal,mean_distance_10,mean_distance_cal_10,mean_distance_nr,fix_removed,best
0,30.2,False,True,25.29,8.42,,,2.31,2,False
1,30.1,False,False,19.46,29.23,,,,0,True
2,22.1,False,False,20.0,66.67,,,,0,False
3,22.2,False,False,16.35,22.65,,,,0,True
4,24.2,False,True,20.74,11.77,,,,0,True
5,24.1,False,True,19.39,9.15,,,,0,False
6,7.1,False,True,11.57,10.8,,,,0,True
7,7.2,False,True,19.74,3.69,,,,0,False
8,5.1,False,False,21.37,27.86,,,,0,False
9,5.2,False,True,21.18,15.11,,,,0,True
10,21.1,False,False,22.92,53.68,,,,0,True
11,21.2,False,True,10.96,8.5,,,,0,False
12,16.2,False,False,15.19,26.21,,,,0,False
13,16.1,False,True,15.28,11.55,,,,0,True
14,18.1,False,False,17.92,27.25,,,,0,True
15,18.2,False,True,14.66,8.71,,,,0,False
16,10.2,False,False,17.09,26.79,,,,0,True
17,10.1,False,True,18.34,12.6,,,,0,False
18,9.2,False,True,15.74,2.82,,,,0,False
19,9.1,False,True,13.5,6.16,,,,0,True
20,15.2,False,True,14.68,10.91,,,,0,False
21,15.1,False,True,22.01,17.99,,,,0,True
22,23.2,False,False,21.57,61.77,,,,0,True
23,23.1,False,True,19.13,2.57,,,,0,False
24,17.1,False,False,21.05,34.07,,,,0,True
25,17.2,False,True,15.29,2.63,,,,0,False
26,19.1,False,True,19.44,14.72,,,13.64,1,True
27,19.2,False,False,20.15,98.83,,,,0,False
28,2.1,False,False,17.41,41.86,,,,0,True
29,2.2,False,True,21.96,3.82,,,,0,False
30,13.1,False,True,33.4,13.47,,,,0,False
31,13.2,False,False,20.14,32.0,,,18.99,1,True
32,20.1,False,True,18.41,8.84,,,,0,True
33,20.2,False,False,22.17,45.92,,,,0,False
34,4.2,False,False,16.07,37.88,,,,0,False
35,4.1,False,False,18.97,25.26,,,,0,True
36,26.2,False,False,19.18,21.0,,,,0,False
37,26.1,False,False,21.14,39.27,,,,0,True
38,25.2,False,False,18.18,31.35,,,,0,False
39,25.1,False,False,17.1,31.64,,,,0,True
40,3.1,False,False,20.54,41.22,,,,0,False
41,3.2,False,False,17.05,21.2,,,,0,True
42,14.1,False,False,16.77,31.41,,,,0,False
43,14.2,False,False,16.26,25.4,,,,0,True
44,27.1,False,False,73.32,77.85,,,22.79,15,False
45,27.2,False,False,18.88,22.62,,,,0,True
46,28.2,False,True,20.51,16.02,,,,0,True
47,28.1,False,False,15.74,23.44,,,,0,False
48,1.2,False,False,17.64,35.41,,,,0,False
49,1.1,False,False,22.76,70.07,,,,0,True
50,29.2,False,True,22.1,20.3,,,,0,True
51,29.1,False,True,15.99,2.01,,,,0,False
52,6.2,False,False,17.66,108.25,,,,0,True
53,6.1,False,False,18.65,30.05,,,,0,False
54,8.2,False,True,22.04,18.49,,,13.75,1,True
55,8.1,False,False,19.16,27.76,,,,0,False
56,11.2,False,False,20.49,52.69,,,,0,True
57,11.1,False,True,18.3,2.42,,,,0,False
58,12.2,False,False,20.41,37.92,,,,0,False
59,12.1,False,False,24.19,53.31,,,,0,True
60,30.0,False,False,27.26,,,,25.96,1,False
61,22.0,False,True,20.34,2.66,,,,0,False
62,24.0,False,True,21.94,8.2,,,,0,False
63,7.0,False,True,19.05,4.18,,,,0,False
64,5.0,False,True,39.83,12.82,,,,0,False
65,21.0,False,True,23.65,17.23,,,,0,False
66,16.0,False,True,18.37,13.56,,,,0,False
67,18.0,False,True,16.58,1.17,,,,0,False
68,10.0,False,True,17.61,12.53,,,,0,False
69,9.0,False,True,18.32,11.59,,,,0,False
70,15.0,False,True,15.18,6.98,,,,0,False
71,23.0,False,False,17.46,22.58,,,,0,False
72,17.0,False,True,22.29,4.52,,,,0,False
73,19.0,False,True,30.97,14.62,,,,0,False
74,2.0,False,False,24.03,100.24,,,,0,False
75,13.0,False,True,21.51,6.32,,,,0,False
76,20.0,False,False,41.93,42.94,,,29.63,1,False
77,4.0,False,False,29.53,70.33,,,26.04,1,False
78,26.0,False,False,22.3,37.57,,,,0,False
79,25.0,False,False,19.59,41.37,,,,0,False
80,3.0,False,False,21.59,30.92,,,,0,False
81,14.0,False,True,22.72,14.34,,,,0,False
82,27.0,False,False,19.09,87.24,,,,0,False
83,28.0,False,True,29.09,16.63,,,,0,False
84,1.0,False,False,20.93,47.5,,,,0,False
85,29.0,False,False,18.5,72.21,,,,0,False
86,6.0,False,True,26.01,1.68,,,,0,False
87,8.0,False,False,19.23,54.31,,,,0,False
88,11.0,False,False,22.02,27.01,,,,0,False
89,12.0,False,True,21.5,5.57,,,,0,False
