text;attention
There;0.012636213
are;0.014085123
no;0.013650937
birds;0.01781358
or;0.012437108
clouds;0.015925847
visible;0.019434722
in;0.011632208
the;0.010942562
photo;0.01926509
you;0.013093359
provided.;0.040866114
The;0.010913749
image;0.017593455
shows;0.01595888
a;0.01097377
toy;0.01617975
figure;0.015040099
of;0.011078416
a;0.010987881
surfer;0.018031644
on;0.011913042
a;0.010656661
surfboard;0.055612028
against;0.012158461
a;0.0107546775
clear;0.016769482
blue;0.015909087
sky.;0.037685614
If;0.013777116
you're;0.06816656
looking;0.014331122
for;0.01172056
a;0.010874027
photo;0.017409176
with;0.01158214
birds;0.016791914
and;0.010983227
clouds,;0.03274616
you;0.012623946
may;0.013838862
want;0.015716074
to;0.010400822
try;0.0163137
a;0.010893379
different;0.018520493
image;0.016272595
or;0.012160562
specify;0.024201343
another;0.012969391
scene;0.019105632
you'd;0.056574926
like;0.013556513
to;0.010279088
see.;0.028191106
