;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;257;261;293;276;268.5;;1;[];[];0.0;0.0;0;;;713.3182916497544;;;
1;1;title;301;261;334;276;268.5;0.0;1;[np.float64(1063.0), np.float64(1093.0)];[np.float64(19.581719227064188), np.float64(17.5526983737945)];450.0;250.0;2;2.4959;2.6695;672.9703657420764;2.58;225.0;250.0
2;2;of;342;261;360;276;268.5;0.0;1;[np.float64(1094.0)];[np.float64(18.32125386324799)];183.0;183.0;1;2.4271;2.6253;647.4263300577779;2.53;183.0;183.0
3;3;NaomiKlein's;367;261;490;276;268.5;0.0;1;[np.float64(1087.0), np.float64(1088.0), np.float64(1095.0), np.float64(1096.0)];[np.float64(11.344148129224777), np.float64(10.692606925964299), np.float64(73.99570369720459), np.float64(75.59101295471191)];766.0;266.0;4;2.44;2.5776;520.3840421048436;2.51;191.5;416.0
4;4;book;499;261;545;276;268.5;0.0;1;[np.float64(1085.0), np.float64(1086.0), np.float64(1089.0)];[np.float64(14.478961944580078), np.float64(16.641945987939835), np.float64(17.48791766166687)];549.0;183.0;3;2.4891;2.6243;467.1255808703492;2.56;183.0;965.0
5;5;"""The";553;261;596;276;268.5;0.0;1;[];[];0.0;0.0;0;;;418.1435500577789;;;
6;6;Shock;605;261;664;276;268.5;0.0;1;[np.float64(1064.0), np.float64(1070.0), np.float64(1084.0)];[np.float64(10.329939365386963), np.float64(14.936675816774368), np.float64(18.527472055875307)];634.0;150.0;3;2.5012;2.647;353.722568298288;2.57;211.3333;150.0
7;7;"Doctrine""";672;261;759;276;268.5;0.0;1;[np.float64(1068.0), np.float64(1071.0), np.float64(1090.0), np.float64(1097.0)];[np.float64(16.701878070831242), np.float64(13.73545544488087), np.float64(10.985862038352309), np.float64(73.14456835660064)];718.0;233.0;4;2.4673;2.6065;266.71479354521466;2.54;179.5;233.0
8;8;is;768;261;782;276;268.5;0.0;1;[np.float64(1069.0), np.float64(1092.0)];[np.float64(17.509690761566162), np.float64(23.776083755493175)];183.0;100.0;2;2.5118;2.6396;246.53852259830873;2.58;91.5;484.0
9;9;"""The";790;261;834;276;268.5;0.0;1;[np.float64(1065.0), np.float64(1072.0), np.float64(1083.0), np.float64(1091.0)];[np.float64(7.309879743135923), np.float64(15.978714179992608), np.float64(12.231268644332886), np.float64(13.06427800655365)];767.0;217.0;4;2.48;2.6266;203.14704648375758;2.55;191.75;217.0
10;10;End;843;261;878;276;268.5;0.0;1;[np.float64(1067.0)];[np.float64(4.6390653972159175)];133.0;133.0;1;2.4731;2.639;170.24138191386473;2.56;133.0;1100.0
11;11;of;887;261;905;276;268.5;0.0;1;[np.float64(1073.0)];[np.float64(10.12863250879144)];216.0;216.0;1;2.4922;2.649;152.83856522375834;2.57;216.0;216.0
12;12;Employment;912;261;1030;280;270.5;2.0;1;[np.float64(1066.0), np.float64(1074.0), np.float64(1076.0), np.float64(1082.0)];[np.float64(0.7860143184661865), np.float64(0.0), np.float64(0.0), np.float64(1.5052102565765608)];801.0;267.0;4;2.4929;2.641;119.07547202477087;2.57;200.25;1733.0
13;13;and;1038;261;1072;276;268.5;2.0;1;[];[];0.0;0.0;0;;;130.1675962016595;;;
14;14;the;1080;261;1109;276;268.5;0.0;1;[];[];0.0;0.0;0;;;149.2229549515572;;;
15;15;Rise;1118;261;1160;276;268.5;0.0;1;[np.float64(1075.0)];[np.float64(0.0)];267.0;267.0;1;2.4665;2.594;173.56364997719498;2.53;267.0;484.0
16;16;of;1167;261;1186;276;268.5;0.0;1;[];[];0.0;0.0;0;;;210.99417600387727;;;
17;17;Disaster;1193;261;1273;276;268.5;0.0;1;[];[];0.0;0.0;0;;;232.6075707981443;;;
18;18;"Capitalism.""";250;342;364;362;352.0;83.5;2;[np.float64(1077.0), np.float64(1078.0)];[np.float64(5.36087483167654), np.float64(0.0)];234.0;134.0;2;2.4452;2.6583;632.707601138509;2.55;117.0;234.0
19;19;This;372;342;412;358;350.0;2.0;2;[];[];0.0;0.0;0;;;585.0640604328192;;;
20;20;book;421;342;465;358;350.0;0.0;2;[];[];0.0;0.0;0;;;532.2078479305908;;;
21;21;explores;474;342;554;362;352.0;2.0;2;[];[];0.0;0.0;0;;;443.17396142271883;;;
22;22;how;563;342;601;358;350.0;2.0;2;[];[];0.0;0.0;0;;;396.7523750856954;;;
23;23;economic;609;342;700;358;350.0;0.0;2;[np.float64(1098.0)];[np.float64(0.0)];134.0;134.0;1;2.437;2.5771;298.46039901986023;2.51;134.0;134.0
24;24;policies;709;342;779;362;352.0;2.0;2;[];[];0.0;0.0;0;;;219.77029890485176;;;
25;25;have;788;342;833;358;350.0;2.0;2;[np.float64(1099.0)];[np.float64(4.590301476992124)];217.0;217.0;1;2.3852;2.5448;167.72771346547188;2.46;217.0;217.0
26;26;become;841;342;916;358;350.0;0.0;2;[];[];0.0;0.0;0;;;89.59129987231856;;;
27;27;increasingly;925;342;1038;362;352.0;2.0;2;[];[];0.0;0.0;0;;;37.075472024770875;;;
28;28;harmful;1046;342;1115;358;350.0;2.0;2;[np.float64(1079.0)];[np.float64(72.7629080252214)];183.0;183.0;1;2.4873;2.5714;65.00230332922564;2.53;183.0;183.0
29;29;to;1123;343;1141;358;350.5;0.5;2;[];[];0.0;0.0;0;;;133.838556756356;;;
30;30;human;1149;342;1212;358;350.0;0.5;2;[np.float64(1080.0), np.float64(1100.0)];[np.float64(75.90512673385966), np.float64(20.5377516746521)];383.0;183.0;2;2.4553;2.5559;158.7844418061257;2.51;191.5;183.0
31;31;rights,;1221;342;1278;362;352.0;2.0;2;[np.float64(1081.0), np.float64(1101.0)];[np.float64(81.72086906433105), np.float64(18.86636295318607)];234.0;150.0;2;2.4779;2.5767;228.40875405011062;2.53;117.0;3618.0
32;32;social;275;425;329;440;432.5;80.5;3;[];[];0.0;0.0;0;;;667.1242960725999;;;
33;33;justice,;336;425;403;444;434.5;2.0;3;[np.float64(1102.0)];[np.float64(0.0)];333.0;333.0;1;2.3818;2.5738;593.1871615189538;2.48;333.0;333.0
34;34;and;412;425;446;440;432.5;2.0;3;[];[];0.0;0.0;0;;;550.2314558375645;;;
35;35;environmental;455;425;589;440;432.5;0.0;3;[];[];0.0;0.0;0;;;407.4459758801746;;;
