text;attention
In;0.00013683048
this;8.003523e-05
scene,;0.95515615
there;1.942817e-05
is;4.774985e-05
a;0.00021305696
person;1.7851498e-05
reclining;0.00018346508
on;4.798651e-05
a;0.00011673111
couch;4.6499295e-05
in;4.187134e-05
what;1.4603797e-05
appears;1.5508378e-05
to;4.9121285e-05
be;1.2407493e-05
a;4.5897727e-05
living;1.193974e-05
room;1.1376606e-05
with;2.7062239e-05
the;0.00042760524
lights;1.0810632e-05
dimmed.;0.04128764
They;1.4748504e-05
seem;1.0628705e-05
relaxed,;0.0007106966
possibly;1.038981e-05
watching;1.02635295e-05
TV;1.0105728e-05
or;1.3571044e-05
looking;9.279518e-06
at;1.2305058e-05
a;2.1324951e-05
mobile;9.514507e-06
device.;0.00017226634
The;2.5606765e-05
individual;1.1193714e-05
has;1.052406e-05
one;9.183284e-06
leg;9.352823e-06
crossed;9.528283e-06
over;9.189198e-06
the;5.7884376e-05
other;8.249904e-06
and;1.9489129e-05
is;1.0199579e-05
holding;8.966046e-06
a;1.5473675e-05
small;8.582969e-06
dog;8.349476e-06
in;1.2249769e-05
their;9.433895e-06
lap,;6.377236e-05
suggesting;9.8926075e-06
a;1.2641934e-05
moment;8.792183e-06
of;1.1823607e-05
rest;7.745293e-06
and;1.3487783e-05
companionship.;8.4534215e-05
The;1.4667181e-05
room;8.296604e-06
is;9.669649e-06
cluttered,;7.5287666e-05
with;9.516223e-06
various;8.325708e-06
items;7.971632e-06
strewn;1.0969946e-05
about,;2.7349657e-05
including;8.350964e-06
on;8.318939e-06
the;1.6473652e-05
kitchen;7.671772e-06
counter;7.374298e-06
and;1.01703135e-05
the;1.3204144e-05
coffee;7.3575866e-06
table.;2.2990254e-05
This;8.9671075e-06
setting;7.488291e-06
gives;8.832456e-06
the;1.3107924e-05
impression;7.893387e-06
of;8.902638e-06
a;8.925038e-06
casual,;2.0707505e-05
lived-in;1.3301704e-05
space;6.806031e-06
where;7.5391963e-06
someone;7.3434326e-06
is;7.4483423e-06
unwinding;8.919881e-06
after;7.4486475e-06
a;8.124619e-06
day's;1.0802953e-05
activities.;1.1963185e-05
The;8.109933e-06
overall;6.8250297e-06
atmosphere;6.718404e-06
is;7.093505e-06
one;6.64915e-06
of;6.976081e-06
domestic;6.591337e-06
life;6.134715e-06
and;6.7531696e-06
informality.;7.107759e-06
