text;attention
In;0.028850388
this;0.028902542
image,;0.028995829
|;0.028896421
can;0.028869532
see;0.028933832
a;0.02890455
couch,;0.029092522
a;0.028928183
chair,;0.029028624
and;0.028894758
a;0.028876148
refrigerator.;0.029241405
The;0.028897762
couch;0.04458161
is;0.028819453
brown,;0.029035497
and;0.028910227
the;0.028890455
chair;0.028937608
is;0.02887269
black.;0.028955055
The;0.028900204
refrigerator;0.02918028
is;0.028860422
white,;0.0290167
and;0.028925799
it;0.028883515
is;0.028951524
placed;0.028934993
in;0.028892161
the;0.029029544
kitchen;0.02894959
area.;0.02916021
