text;attention
The;0.03026799
quote;0.033008408
in;0.022634242
the;0.020252464
image;0.028979681
reads:;0.03824638
"""Forgive";0.054213095
yourself;0.031776957
for;0.024193656
not;0.022588052
knowing;0.031025086
what;0.021659631
you;0.020213664
didn't;0.027989592
know;0.027159942
before;0.023597818
you;0.021112159
lived;0.023993036
through;0.02131647
it.;0.032343518
Honor;0.025371922
your;0.022195464
path.;0.03589099
Trust;0.022993356
your;0.020828981
journey.;0.028896503
Learn,;0.027717153
grow,;0.023613645
evolve,;0.02387667
"become.""";0.030002575
It;0.025301186
is;0.020801758
attributed;0.024026088
to;0.023924178
someone;0.020972803
named;0.021028271
Cinda;0.024053939
Crawford.;0.021932537
