text;attention
The;0.011016673
image;0.011042613
appears;0.011034911
to;0.011081002
be;0.011039769
centered;0.011026916
around;0.011044537
a;0.011038928
meal;0.011086595
at;0.011025977
a;0.01108479
restaurant,;0.011065817
featuring;0.011121963
what;0.011081514
looks;0.0110722175
like;0.011027418
a;0.011039517
sandwich;0.011053956
possibly;0.011024551
with;0.011128696
pulled;0.011070041
pork,;0.011083628
served;0.0110451775
with;0.011047368
French;0.01104569
fries;0.011047878
and;0.01102772
a;0.011063917
side;0.011037107
of;0.011018147
coleslaw,;0.011090597
accompanied;0.01105272
by;0.011056396
a;0.011044015
small;0.011024325
bowl;0.011038045
of;0.011012233
sauce.;0.011080095
On;0.011031151
the;0.014478508
other;0.011090416
plate,;0.011050146
there;0.011112664
seems;0.011046175
to;0.0110468585
be;0.011024512
a;0.01100886
rice;0.01101417
dish;0.01111662
with;0.0110551
vegetables;0.011113847
and;0.011041631
grilled;0.01107822
chicken;0.01104438
breast,;0.011079518
served;0.011027269
with;0.011077525
slices;0.011055986
of;0.011015918
toasted;0.011046113
bread.;0.011022545
The;0.011024219
drinks;0.011186312
visible;0.0111044785
are;0.011051775
likely;0.0110660605
soft;0.011049608
drinks.;0.011141919
The;0.01103344
theme;0.011081133
suggests;0.011061464
a;0.011087662
casual;0.011222465
dining;0.011152227
experience,;0.011183775
possibly;0.011088396
at;0.011085565
an;0.011098608
American-style;0.011269866
restaurant;0.0110260565
or;0.011071294
diner,;0.011226185
with;0.011103171
a;0.01106919
focus;0.01105807
on;0.01103395
hearty,;0.011209527
comfort;0.011166423
food;0.011070934
dishes.;0.011274637
