text;attention
In;0.006752424
this;0.0034951244
image,;0.8130524
|;0.0025918996
can;0.0013651501
see;0.0015268098
a;0.006272491
couch,;0.060707256
a;0.0024221921
chair,;0.009639382
and;0.0021810357
a;0.0017081423
refrigerator.;0.061404113
The;0.0018606579
couch;0.0013868016
is;0.0010747731
brown,;0.0033811452
and;0.0013401516
the;0.0018605336
chair;0.0008734499
is;0.0009213582
black.;0.002349052
The;0.0012399737
refrigerator;0.0017900616
is;0.00089528813
white,;0.0014498206
and;0.00094960135
it;0.00078856474
is;0.0007911967
placed;0.00078302633
in;0.00079783535
the;0.00087306637
kitchen;0.0007423743
area.;0.0007328478
