text;attention
The;1.1157113e-05
image;8.2156685e-06
shows;9.296566e-06
two;8.58652e-06
people;8.922814e-06
holding;7.888998e-06
hands,;1.2016684e-05
one;7.921437e-06
person's;0.00010915995
hand;8.295541e-06
on;7.827881e-06
top;8.156065e-06
of;7.3934284e-06
another.;0.9995276
They;8.360452e-06
are;7.906011e-06
smiling;8.826256e-06
and;7.3473325e-06
seem;7.779374e-06
to;7.384789e-06
be;7.3597243e-06
at;7.310868e-06
peace;7.906222e-06
with;7.691197e-06
each;7.5342696e-06
other.;1.0442725e-05
This;8.448353e-06
is;7.5661246e-06
a;7.907512e-06
beautiful;7.889976e-06
moment;8.074362e-06
that;7.5780395e-06
depicts;1.0063465e-05
love;7.664296e-06
between;7.557564e-06
two;7.4678205e-06
individuals;7.3409315e-06
who;7.644171e-06
have;7.400617e-06
been;7.2359417e-06
together;7.974595e-06
for;7.4953186e-06
some;7.3028687e-06
time;7.2884245e-06
or;7.109011e-06
even;7.072373e-06
forever.;7.719393e-06
