text;attention
The;0.02269994
image;0.01837363
shows;0.021410082
two;0.020230046
people;0.029513968
holding;0.02617907
hands,;0.10145777
one;0.02339763
person's;0.046243355
hand;0.020823171
on;0.01616735
top;0.018467974
of;0.014117481
another.;0.02873216
They;0.020021608
are;0.017234854
smiling;0.026341744
and;0.018773274
seem;0.017781518
to;0.014877073
be;0.015585174
at;0.014995153
peace;0.022604957
with;0.014925662
each;0.01782912
other.;0.02530045
This;0.018562354
is;0.016108586
a;0.015977953
beautiful;0.017931975
moment;0.020552816
that;0.016581293
depicts;0.022717662
love;0.022997381
between;0.021079348
two;0.017952878
individuals;0.017605599
who;0.018286558
have;0.01559678
been;0.01575465
together;0.019206233
for;0.016710302
some;0.013776619
time;0.015535445
or;0.014970523
even;0.013876551
forever.;0.014134173
