;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;340;425;376;440;432.5;;1;[];[];0.0;0.0;0;;;685.0060054212564;;;
1;1;prominent;385;425;479;444;434.5;2.0;1;[];[];0.0;0.0;0;;;582.033910025066;;;
2;2;objects;486;425;554;444;434.5;0.0;1;[np.float64(2578.0)];[np.float64(26.811418294906673)];134.0;134.0;1;2.3677;2.5306;507.06136078440534;2.45;134.0;134.0
3;3;in;563;425;577;440;432.5;2.0;1;[];[];0.0;0.0;0;;;484.07148297489687;;;
4;4;the;585;425;614;440;432.5;0.0;1;[];[];0.0;0.0;0;;;447.0899512913546;;;
5;5;image;623;425;679;444;434.5;2.0;1;[np.float64(2579.0)];[np.float64(13.235876560211238)];134.0;134.0;1;2.3694;2.5106;382.13105374505994;2.44;134.0;134.0
6;6;include;688;425;754;440;432.5;2.0;1;[np.float64(2580.0)];[np.float64(16.607554912567196)];233.0;233.0;1;2.4182;2.4894;307.20008694298275;2.45;233.0;233.0
7;7;a;756;421;766;448;434.5;2.0;1;[];[];0.0;0.0;0;;;295.0422994844424;;;
8;8;train,;780;425;827;442;433.5;1.0;1;[np.float64(2581.0)];[np.float64(21.558557629585266)];133.0;133.0;1;2.4078;2.4987;234.30970509364298;2.45;133.0;133.0
9;9;a;836;429;846;440;434.5;1.0;1;[];[];0.0;0.0;0;;;215.66032703177325;;;
10;10;station;854;425;917;440;432.5;2.0;1;[np.float64(2582.0)];[np.float64(13.845044851303157)];334.0;334.0;1;2.4771;2.5729;144.5971622087702;2.53;334.0;334.0
11;11;platform,;926;425;1007;444;434.5;2.0;1;[];[];0.0;0.0;0;;;55.81792486817174;;;
12;12;and;1017;425;1051;440;432.5;2.0;1;[];[];0.0;0.0;0;;;17.691469593631272;;;
13;13;a;1053;421;1063;448;434.5;2.0;1;[np.float64(2583.0), np.float64(2584.0)];[np.float64(2.140841484069881), np.float64(10.696890217917371)];767.0;308.0;2;2.5718;2.6639;10.696890217917371;2.62;383.5;767.0
14;14;train;1077;425;1118;440;432.5;2.0;1;[];[];0.0;0.0;0;;;21.83747175439507;;;
15;15;station.;1126;425;1195;440;432.5;0.0;1;[];[];0.0;0.0;0;;;66.78876610515124;;;
