;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;568;770;617;786;778.0;;1;[];[];0.0;0.0;0;;;252.55050356234526;;;
1;1;is;625;770;638;786;778.0;0.0;1;[np.float64(1304.0)];[np.float64(0.0)];267.0;267.0;1;2.3051;2.5014;231.55377309730525;2.4;267.0;267.0
2;2;the;646;770;675;786;778.0;0.0;1;[];[];0.0;0.0;0;;;194.5612508562497;;;
3;3;size;683;770;719;786;778.0;0.0;1;[np.float64(1299.0)];[np.float64(7.3972364572377955)];66.0;66.0;1;2.275;2.4184;150.57492651799672;2.35;66.0;66.0
4;4;of;727;770;745;786;778.0;0.0;1;[];[];0.0;0.0;0;;;124.58754735029666;;;
5;5;the;752;770;780;786;778.0;0.0;1;[np.float64(1298.0), np.float64(1305.0)];[np.float64(7.196397796043925), np.float64(7.441793721937891)];667.0;333.0;2;2.3161;2.4456;89.61609936149506;2.38;333.5;399.0
6;6;bowl;789;770;831;786;778.0;0.0;1;[np.float64(1306.0)];[np.float64(6.318782439598635)];66.0;66.0;1;2.4884;2.5504;38.750110811742594;2.52;66.0;66.0
7;7;in;840;770;854;786;778.0;0.0;1;[np.float64(1300.0)];[np.float64(0.0)];333.0;333.0;1;2.3329;2.4329;16.090564411161925;2.38;333.0;333.0
8;8;the;862;770;891;786;778.0;0.0;1;[np.float64(1307.0)];[np.float64(4.267085662254885)];200.0;200.0;1;2.5167;2.5801;4.267085662254885;2.55;200.0;200.0
9;9;image?;900;770;967;790;780.0;2.0;2;[np.float64(1301.0)];[np.float64(0.03638722346386203)];200.0;200.0;1;2.4697;2.5181;30.48671723991535;2.49;200.0;1067.0
