;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;455;770;504;786;778.0;;1;[];[];0.0;0.0;0;;;268.74079963099916;;;
1;1;is;513;770;526;786;778.0;0.0;1;[];[];0.0;0.0;0;;;246.75117171145394;;;
2;2;the;533;770;562;786;778.0;0.0;1;[];[];0.0;0.0;0;;;210.77281361148675;;;
3;3;purpose;571;774;646;790;782.0;4.0;1;[];[];0.0;0.0;0;;;127.18301662378055;;;
4;4;of;654;770;672;786;778.0;4.0;1;[np.float64(1564.0)];[np.float64(4.015160772168128)];433.0;433.0;1;2.4972;2.6121;100.93461116502804;2.55;433.0;433.0
5;5;the;679;770;708;786;778.0;0.0;1;[np.float64(1568.0)];[np.float64(11.943627166748001)];166.0;166.0;1;2.8181;2.8962;65.10632801627291;2.86;166.0;166.0
6;6;Om;716;770;748;786;778.0;0.0;1;[];[];0.0;0.0;0;;;25.862645084999595;;;
7;7;chanting;757;770;836;790;780.0;2.0;1;[np.float64(1563.0), np.float64(1565.0), np.float64(1569.0), np.float64(1572.0)];[np.float64(9.995028495788574), np.float64(12.772814886910623), np.float64(6.119049787521362), np.float64(7.906448432377374)];932.0;100.0;4;2.6341;2.6797;7.906448432377374;2.66;233.0;766.0
8;8;mentioned;845;770;943;786;778.0;2.0;1;[np.float64(1566.0)];[np.float64(15.860895156860352)];200.0;200.0;1;2.675;2.6918;72.80610814787947;2.68;200.0;200.0
9;9;in;953;770;966;786;778.0;0.0;1;[];[];0.0;0.0;0;;;180.54873035782356;;;
10;10;the;975;770;1004;786;778.0;0.0;1;[np.float64(1570.0)];[np.float64(18.69423745324761)];175.0;175.0;1;2.621;2.6234;202.52991726776727;2.62;175.0;175.0
11;11;image?;1013;770;1080;790;780.0;2.0;1;[np.float64(1567.0), np.float64(1571.0)];[np.float64(26.100891791836833), np.float64(9.304889678955078)];508.0;308.0;2;2.8144;2.888;240.50552535932988;2.85;254.0;1448.0
