;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;What;420;770;469;786;778.0;;1;[np.float64(766.0), np.float64(777.0)];[np.float64(0.0), np.float64(9.435127151035305)];400.0;200.0;2;2.4696;2.5968;621.6954744334166;2.53;200.0;200.0
1;1;could;477;770;526;786;778.0;0.0;1;[];[];0.0;0.0;0;;;564.6979635844074;;;
2;2;be;535;770;556;786;778.0;0.0;1;[np.float64(776.0), np.float64(778.0)];[np.float64(21.917855262756348), np.float64(2.172735404968307)];234.0;67.0;2;2.5973;2.7041;534.6994868199586;2.65;117.0;434.0
3;3;a;565;774;575;786;780.0;2.0;1;[np.float64(769.0)];[np.float64(0.0)];433.0;433.0;1;2.4722;2.5911;515.7590022289575;2.53;433.0;433.0
4;4;reason;584;774;646;786;780.0;0.0;1;[np.float64(765.0), np.float64(767.0), np.float64(779.0), np.float64(782.0)];[np.float64(2.525094713483554), np.float64(6.734650039672829), np.float64(5.408375358581566), np.float64(9.20405387878418)];666.0;233.0;4;2.4742;2.5642;444.7730800298046;2.52;166.5;599.0
5;5;the;655;770;684;786;778.0;2.0;1;[];[];0.0;0.0;0;;;406.7085107173221;;;
6;6;people;693;770;755;790;780.0;2.0;1;[np.float64(768.0), np.float64(770.0), np.float64(780.0)];[np.float64(0.0), np.float64(0.0), np.float64(4.57545198713035)];600.0;200.0;3;2.4945;2.5794;335.71648310574705;2.54;200.0;799.0
7;7;in;764;770;778;786;778.0;2.0;1;[];[];0.0;0.0;0;;;312.7198419691977;;;
8;8;the;786;770;815;786;778.0;0.0;1;[np.float64(781.0), np.float64(783.0)];[np.float64(3.9193015098571777), np.float64(7.862037584850636)];367.0;200.0;2;2.6069;2.6329;275.7264210901671;2.62;183.5;467.0
9;9;image;824;770;880;790;780.0;2.0;1;[np.float64(771.0), np.float64(784.0)];[np.float64(0.0), np.float64(4.795823812484741)];333.0;200.0;2;2.5935;2.6074;210.7435726193122;2.6;166.5;200.0
10;10;are;888;774;917;786;780.0;0.0;1;[];[];0.0;0.0;0;;;173.93249050285047;;;
11;11;playing;926;770;991;790;780.0;0.0;1;[np.float64(772.0), np.float64(785.0)];[np.float64(0.0), np.float64(0.0)];567.0;234.0;2;2.6116;2.6283;99.82450890541743;2.62;283.5;234.0
12;12;Wii;1000;770;1027;786;778.0;2.0;1;[];[];0.0;0.0;0;;;63.91114091602679;;;
13;13;at;1036;771;1053;786;778.5;0.5;1;[];[];0.0;0.0;0;;;38.23383462336836;;;
14;14;work?;1060;770;1115;786;778.0;0.5;1;[np.float64(773.0), np.float64(786.0)];[np.float64(0.0), np.float64(5.537265777587891)];308.0;233.0;2;2.6242;2.6245;5.537265777587891;2.62;154.0;2076.0
