;number;text;x1;y1;x2;y2;y;diff_y;line;fixations;fix_distance;fix_duration;first_fix_duration;fix_number;pupil_l;pupil_r;distance;pupil;fix_duration_avg;go_past_time
0;0;The;284;179;320;194;186.5;;1;[];[];0.0;0.0;0;;;691.5256212814476;;;
1;1;quote;328;179;381;198;188.5;2.0;1;[];[];0.0;0.0;0;;;642.6798176105644;;;
2;2;"""Little";389;179;442;194;186.5;2.0;1;[np.float64(1906.0)];[np.float64(29.350833272933983)];166.0;166.0;1;2.4871;2.6028;601.884112801373;2.54;166.0;166.0
3;3;things;449;179;506;198;188.5;2.0;1;[];[];0.0;0.0;0;;;556.6579614373402;;;
4;4;can;514;183;547;194;188.5;0.0;1;[];[];0.0;0.0;0;;;535.0815874420484;;;
5;5;grow;556;183;602;198;190.5;2.0;1;[np.float64(1907.0)];[np.float64(17.679626532963255)];233.0;233.0;1;2.4059;2.5194;501.84668263077396;2.46;233.0;233.0
6;6;"big""";610;179;644;198;188.5;2.0;1;[];[];0.0;0.0;0;;;481.9369469736009;;;
7;7;is;653;179;667;194;186.5;2.0;1;[];[];0.0;0.0;0;;;475.9304715653584;;;
8;8;significant;675;179;771;198;188.5;2.0;1;[np.float64(1908.0)];[np.float64(14.548652172088623)];300.0;300.0;1;2.4222;2.5055;441.0206919578087;2.46;300.0;300.0
9;9;because;780;179;860;194;186.5;2.0;1;[];[];0.0;0.0;0;;;436.71713771820066;;;
10;10;it;869;179;878;194;186.5;0.0;1;[];[];0.0;0.0;0;;;436.9053518574813;;;
11;11;emphasizes;886;179;1000;198;188.5;2.0;1;[np.float64(1909.0)];[np.float64(22.358939945697728)];266.0;266.0;1;2.4355;2.4854;433.74362215156685;2.46;266.0;266.0
12;12;the;1007;179;1037;194;186.5;2.0;1;[np.float64(1910.0)];[np.float64(26.373265470777227)];233.0;233.0;1;2.4151;2.4733;462.0275114193631;2.44;233.0;233.0
13;13;importance;1045;179;1150;198;188.5;2.0;1;[np.float64(1911.0)];[np.float64(29.6727397441864)];167.0;167.0;1;2.4373;2.4874;472.12098934402684;2.46;167.0;167.0
14;14;of;1158;179;1176;194;186.5;2.0;1;[];[];0.0;0.0;0;;;530.8662288129309;;;
15;15;paying;1184;179;1245;198;188.5;2.0;1;[np.float64(1912.0), np.float64(1913.0)];[np.float64(27.06831979751584), np.float64(33.35096757562994)];366.0;300.0;2;2.4682;2.5462;542.873842904946;2.51;183.0;366.0
