text;attention
It;0.018238219
looks;0.016221529
like;0.013563258
the;0.07734939
people;0.015710717
in;0.011779325
the;0.0637002
image;0.013189818
are;0.012046109
enjoying;0.014392137
a;0.023222774
game;0.020304432
on;0.01121978
the;0.046955824
Wii,;0.027747087
which;0.010873835
could;0.010919058
be;0.010023236
part;0.010238586
of;0.010241328
a;0.018030846
team-building;0.02976716
activity;0.010736766
or;0.010100545
a;0.016219141
break;0.010206379
to;0.009523101
foster;0.011880497
a;0.015139664
positive;0.010541532
work;0.009530967
environment.;0.015917107
Companies;0.012652096
sometimes;0.01015309
use;0.009411267
gaming;0.013428022
as;0.009234257
a;0.013481687
way;0.0092184255
to;0.008969651
encourage;0.010495857
collaboration,;0.014018558
relieve;0.013016408
stress,;0.013021854
and;0.009164738
improve;0.009240576
employee;0.0103147095
relations.;0.013371966
It's;0.015148074
also;0.008824019
possible;0.009211018
that;0.009022909
this;0.008951547
is;0.008537812
a;0.010109316
special;0.008413869
event;0.008696171
or;0.008465041
celebration,;0.011122496
or;0.008516874
that;0.0084249
the;0.010401377
company;0.008609988
encourages;0.009269221
short;0.007865316
gaming;0.008367436
breaks;0.008098678
to;0.007819884
boost;0.007782473
creativity;0.008044636
and;0.007737126
productivity.;0.007836333
