text;attention
A;0.0033998953
possible;0.0039960146
reason;0.005244113
the;0.004717054
people;0.0066823796
in;0.004103011
the;0.0052719377
image;0.013039335
are;0.0070554554
playing;0.004484328
Wii;0.008721704
at;0.003637374
work;0.0053708185
could;0.005138768
be;0.0033839992
that;0.004025549
they;0.0044767307
enjoy;0.006351189
spending;0.0039889268
time;0.00356095
together,;0.0070294724
engaging;0.003762435
in;0.0033603369
fun;0.00426015
activities,;0.0073174736
and;0.004585379
fostering;0.0052330974
a;0.003619111
sense;0.003949819
of;0.0033243024
camaraderie.;0.35159215
Wii;0.021940993
games;0.012657548
often;0.0068042986
involve;0.0050958176
physical;0.00424134
movements,;0.010064679
which;0.0036135328
can;0.0046349517
help;0.0037509527
relieve;0.003975032
stress,;0.008598934
promote;0.0040038438
teamwork,;0.014932408
and;0.0043142
enhance;0.003748378
communication;0.0038315032
among;0.0034396637
players.;0.10488686
By;0.004763883
playing;0.0055228444
together,;0.009788174
they;0.006714742
share;0.0053988304
a;0.003449976
common;0.004568543
interest;0.0041475645
in;0.00314142
a;0.0033289785
fun;0.00483247
and;0.004004608
interactive;0.008166743
way,;0.005013459
which;0.0035607142
can;0.0042765196
contribute;0.0040076547
to;0.003394729
a;0.0041064317
positive;0.007381434
work;0.010299799
environment.;0.0089350315
Additionally,;0.006625472
playing;0.0048561376
Wii;0.008908733
at;0.0035155052
work;0.0043299557
might;0.0057776226
encourage;0.0051349057
employees;0.031576455
to;0.0033419824
engage;0.0038333272
in;0.0033770902
more;0.0058671525
physical;0.0042226496
activity,;0.0062475917
which;0.0036916267
can;0.0043936693
lead;0.0040223943
to;0.0036881587
improved;0.005832402
health;0.0045552957
and;0.0034498035
well-being.;0.024729408
