text;attention
The;1.6297226e-06
image;1.4286207e-06
shows;1.5696031e-06
a;1.4445692e-06
street;1.4099408e-06
scene;1.439356e-06
with;1.42191e-06
traffic;1.3458049e-06
signs;1.4513175e-06
in;1.2807527e-06
the;1.3275544e-06
foreground,;1.9417755e-06
but;1.5681488e-06
there;1.4289163e-06
is;1.4975985e-06
no;1.5700193e-06
visible;1.5876024e-06
purple;1.4404876e-06
umbrella;1.7099868e-06
near;1.9618467e-06
any;1.5096699e-06
green;1.3415007e-06
leaves.;0.51276624
It;1.3838942e-06
might;1.743256e-06
not;1.5533316e-06
be;1.4510296e-06
included;1.5697423e-06
in;1.6391392e-06
the;1.551265e-06
frame;1.5580702e-06
of;1.5860437e-06
this;1.4530638e-06
picture;1.3388664e-06
or;1.6574377e-06
it;1.3322077e-06
might;1.4777519e-06
be;1.4019389e-06
obscured;1.4610692e-06
from;1.4794243e-06
view.;0.48717484
