text;attention
The;4.844714e-08
image;5.6572425e-08
depicts;4.7348202e-08
a;4.620496e-08
man;5.8853846e-08
and;6.796782e-08
a;4.4336378e-08
woman;5.412045e-08
sitting;4.3423178e-08
on;4.196955e-08
a;4.097837e-08
couch;4.41781e-08
in;4.176078e-08
a;4.481889e-08
living;4.914418e-08
room.;0.18452488
They;5.8569352e-08
are;4.577676e-08
facing;4.3739924e-08
each;4.4366445e-08
other;4.222259e-08
and;4.2229196e-08
appear;4.7266543e-08
to;4.0958014e-08
be;4.541493e-08
engaged;4.3651916e-08
in;4.0712635e-08
a;4.26028e-08
conversation;4.6582365e-08
or;4.6156384e-08
watching;4.4446743e-08
something;4.3363503e-08
together.;0.19434716
The;4.4162515e-08
couch;4.302195e-08
is;4.488994e-08
positioned;4.5031175e-08
in;4.2529443e-08
the;4.108798e-08
center;5.004903e-08
of;3.8738236e-08
the;4.2579323e-08
room,;5.5992146e-08
with;4.082383e-08
a;4.252235e-08
dining;4.124136e-08
table;4.0733955e-08
and;4.0746816e-08
a;4.3620577e-08
kitchen;4.1672543e-08
area;4.1211358e-08
visible;4.6678863e-08
in;3.888429e-08
the;4.278488e-08
background.;0.19574726
There;4.476455e-08
are;4.4936154e-08
several;4.585785e-08
objects;4.9299462e-08
scattered;4.4202796e-08
around;4.3711363e-08
the;4.3737007e-08
room,;5.7762755e-08
including;4.4124082e-08
a;4.2263196e-08
TV,;5.1944532e-08
a;4.145967e-08
laptop,;5.5377413e-08
a;4.0306023e-08
cell;3.83942e-08
phone,;5.0591346e-08
and;4.6575032e-08
a;4.34149e-08
few;4.565499e-08
bottles.;0.020522013
A;4.472201e-08
refrigerator;4.6857046e-08
can;4.187763e-08
be;4.147561e-08
seen;4.3342546e-08
in;4.081499e-08
the;4.1426272e-08
kitchen;4.4061547e-08
area,;5.0254933e-08
and;4.274923e-08
a;4.181861e-08
microwave;4.2062112e-08
is;4.311868e-08
also;3.933222e-08
present.;0.19980039
The;4.7884267e-08
living;4.14745e-08
room;4.323595e-08
is;4.9085205e-08
furnished;5.5300884e-08
with;4.759217e-08
a;4.4236785e-08
chair;4.2944304e-08
and;4.2379963e-08
a;4.2300496e-08
potted;4.9380255e-08
plant,;4.7992575e-08
adding;4.35542e-08
a;4.4504084e-08
touch;4.603202e-08
of;4.386956e-08
greenery;5.638504e-08
to;4.0658545e-08
the;4.4559084e-08
space.;0.20505355
